acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z;cal_sys;cal_acc;cal_gyr;cal_mag
0.310000;0.040000;10.950000;-0.781035;-0.733038;-0.164715;0.689062;0.356250;-1.106250;0.986145;-0.002197;-0.015930;-0.165039;0;3;3;1
1.290000;-1.320000;8.360000;-0.931570;-0.436332;-0.057814;0.642187;0.356250;-1.109375;0.985596;-0.021912;-0.021912;-0.166260;0;3;3;1
-1.100000;-0.150000;8.030000;-0.724312;-0.647954;0.229074;0.614062;0.404687;-1.092188;0.985474;-0.031189;-0.030090;-0.164062;0;3;3;1
0.760000;-0.390000;9.520000;-0.174533;-1.095194;-0.007636;0.614062;0.404687;-1.092188;0.984619;-0.048279;-0.044373;-0.161804;0;3;3;1
4.050000;-0.550000;14.030000;0.927206;-0.689405;0.124355;0.587500;0.456250;-1.075000;0.984619;-0.034607;-0.067078;-0.157654;0;3;3;1
0.520000;0.300000;8.010000;0.044724;0.464694;0.117810;0.550000;0.431250;-1.112500;0.985779;-0.030518;-0.062927;-0.152710;0;3;3;1
0.150000;0.780000;9.320000;0.256345;0.645772;-0.574868;0.542188;0.421875;-1.114063;0.984436;-0.023987;-0.051697;-0.166443;0;3;3;1
1.810000;4.130000;8.190000;-0.128718;0.427606;-0.598866;0.559375;0.421875;-1.081250;0.983276;-0.021912;-0.045898;-0.174744;0;3;3;1
2.190000;0.220000;8.250000;-0.417788;-0.839940;-2.264565;0.559375;0.421875;-1.081250;0.977234;-0.035339;-0.048828;-0.203552;0;3;3;1
2.200000;0.170000;12.260000;1.631883;-1.530436;-2.568907;0.559375;0.450000;-1.068750;0.964661;-0.022461;-0.078552;-0.250427;0;3;3;1
5.400000;0.580000;14.480000;1.230457;-1.078832;-2.611449;0.504687;0.525000;-1.118750;0.948242;0.008484;-0.116211;-0.295410;0;3;3;1
2.090000;-1.820000;15.780000;0.358883;0.556324;-2.145664;0.384375;0.467187;-1.151562;0.932434;0.019958;-0.120117;-0.340149;0;3;3;1
2.020000;-0.860000;12.350000;-0.395972;2.296199;-0.090539;0.356250;0.487500;-1.126562;0.930847;0.029541;-0.087952;-0.353455;0;3;3;1
-0.580000;0.680000;11.940000;-0.189805;1.608975;0.687223;0.356250;0.487500;-1.126562;0.937195;0.036743;-0.046814;-0.343750;0;3;3;1
0.590000;1.930000;14.280000;-0.703586;0.878119;0.760309;0.467187;0.501562;-1.089062;0.942932;0.036194;-0.029053;-0.329712;0;3;3;1
-0.550000;2.160000;11.230000;-0.242164;1.935134;0.294524;0.550000;0.492187;-1.050000;0.946838;0.037415;0.003296;-0.319458;0;3;3;1
-0.750000;1.190000;11.750000;-0.034907;1.629701;-0.026180;0.614062;0.492187;-0.989062;0.946594;0.045410;0.036438;-0.317139;0;3;3;1
-0.060000;0.190000;9.980000;-0.219257;2.066034;-0.151625;0.668750;0.492187;-0.946875;0.943970;0.054932;0.069702;-0.317932;0;3;3;1
-1.630000;-0.120000;8.570000;0.003272;2.325651;0.043633;0.668750;0.492187;-0.946875;0.940002;0.065369;0.113892;-0.314941;0;3;3;1
-2.100000;1.750000;9.510000;0.090539;1.787872;0.267254;0.743750;0.501562;-0.912500;0.936157;0.079895;0.148621;-0.308350;0;3;3;1
-2.250000;0.310000;9.880000;0.033816;2.184934;-0.166897;0.837500;0.501562;-0.789062;0.930481;0.093872;0.182434;-0.303528;0;3;3;1
-2.910000;0.060000;9.530000;-0.234529;2.664900;0.087266;0.918750;0.501562;-0.742187;0.920044;0.106689;0.228821;-0.299683;0;3;3;1
-4.150000;1.670000;8.230000;-0.769036;3.053235;0.390517;0.975000;0.475000;-0.654688;0.908508;0.114563;0.283142;-0.285156;0;3;3;1
