acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
-9.4668000000;-0.9212000000;-0.9408000000;0.4287500000;1.9600000000;-2.5112500000;52.5000000000;-10.0000000000;-3.3750000000
-9.4570000000;-1.1564000000;-0.9016000000;-6.0637500000;-1.6537500000;1.5925000000;53.1875000000;-9.1875000000;-4.5625000000
-9.2022000000;-1.3720000000;-1.2152000000;-2.7562500000;-4.2875000000;0.5512500000;53.1875000000;-9.1875000000;-2.1875000000
-9.4472000000;-1.0780000000;-1.1172000000;0.9800000000;-0.1225000000;-0.1837500000;53.1875000000;-9.1875000000;-2.1875000000
-9.5844000000;-1.5386000000;-1.0290000000;-12.0662500000;0.6125000000;1.7150000000;53.1875000000;-8.0625000000;-3.7500000000
-9.3688000000;-1.5092000000;-1.1662000000;-2.2050000000;1.9600000000;-0.7962500000;53.1875000000;-7.7500000000;-4.1875000000
-9.3884000000;-0.9212000000;-0.9800000000;12.0662500000;3.6750000000;-1.8987500000;52.7500000000;-9.1875000000;-3.0000000000
-9.4472000000;-1.5288000000;-1.0976000000;3.0625000000;3.1850000000;4.6550000000;52.5000000000;-9.5625000000;-3.3750000000
-9.4276000000;-1.8816000000;-1.1956000000;-1.2250000000;4.1650000000;-0.4287500000;52.5000000000;-9.5625000000;-3.3750000000
-9.4766000000;-1.0976000000;-1.5484000000;4.9000000000;8.2075000000;-5.7575000000;52.5000000000;-7.7500000000;-2.1875000000
-9.4080000000;-1.3426000000;-1.6170000000;5.0837500000;8.6975000000;-1.1025000000;53.1875000000;-7.3750000000;-3.3750000000
-9.6334000000;-1.2642000000;-1.2544000000;10.1062500000;10.2900000000;1.2862500000;52.7500000000;-8.8750000000;-3.0000000000
-9.3590000000;-1.1858000000;-1.5876000000;6.1862500000;6.9825000000;0.2450000000;52.5000000000;-8.0625000000;-2.1875000000
-9.4080000000;-1.2936000000;-1.2250000000;2.0825000000;11.4537500000;2.2662500000;52.5000000000;-8.0625000000;-2.1875000000
-9.4276000000;-1.5484000000;-1.2446000000;5.3287500000;10.0450000000;1.4700000000;52.7500000000;-9.5625000000;-1.7500000000
-9.4570000000;-0.8526000000;-1.4602000000;13.3525000000;10.3512500000;-0.3062500000;52.7500000000;-8.0625000000;-1.0000000000
-9.2610000000;-1.0486000000;-2.5088000000;-1.9600000000;6.9825000000;1.9600000000;53.5000000000;-8.0625000000;-0.2500000000
-9.3884000000;-0.5194000000;-6.1838000000;33.1975000000;14.4550000000;0.6125000000;52.7500000000;-8.0625000000;-0.2500000000
