acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
-9.3492000000;-1.3622000000;-0.0490000000;-0.6125000000;-0.9187500000;1.6537500000;46.5625000000;-5.8750000000;-9.2500000000
-9.4276000000;-1.4896000000;-0.1862000000;-2.5112500000;-1.0412500000;1.2250000000;46.2500000000;-4.7500000000;-10.0000000000
-9.3884000000;-1.5190000000;-0.2646000000;-1.2862500000;0.4287500000;0.6737500000;47.0000000000;-6.2500000000;-10.0000000000
-9.4570000000;-1.4896000000;-0.1274000000;0.8575000000;0.9187500000;0.0000000000;47.0000000000;-6.2500000000;-10.0000000000
-9.3688000000;-1.4308000000;-0.2548000000;3.3075000000;0.2450000000;-0.0612500000;46.5625000000;-5.5625000000;-8.8750000000
-9.3786000000;-1.4896000000;-0.1176000000;-0.9800000000;1.3475000000;0.0612500000;47.0000000000;-5.8750000000;-9.2500000000
-9.4178000000;-1.5386000000;-0.0392000000;-2.4500000000;-0.3675000000;-0.9187500000;46.2500000000;-5.1875000000;-8.8750000000
-9.3786000000;-1.3524000000;-0.1764000000;3.0625000000;-0.9187500000;-1.7150000000;45.5000000000;-4.7500000000;-10.0000000000
-9.3982000000;-1.3720000000;-0.1568000000;-2.8787500000;-0.3062500000;2.2050000000;45.5000000000;-4.7500000000;-10.0000000000
-9.3884000000;-1.5778000000;-0.1764000000;0.6125000000;-0.9187500000;-0.0612500000;46.2500000000;-5.8750000000;-9.2500000000
-9.4472000000;-1.1074000000;-0.0784000000;2.8175000000;-1.2862500000;0.6125000000;46.2500000000;-7.0000000000;-9.2500000000
-9.3884000000;-1.5386000000;-0.3136000000;-4.4712500000;-1.1025000000;3.4912500000;47.0000000000;-5.1875000000;-11.1875000000
-9.4864000000;-1.4112000000;-0.0196000000;1.4700000000;-0.2450000000;0.6125000000;46.2500000000;-5.1875000000;-10.8750000000
-9.3786000000;-1.2936000000;-0.3430000000;2.4500000000;-2.0212500000;2.1437500000;46.2500000000;-5.1875000000;-10.8750000000
-9.4962000000;-1.5680000000;-0.4116000000;-2.5725000000;0.3062500000;3.4912500000;45.8750000000;-5.5625000000;-9.6875000000
-9.6334000000;-1.2054000000;-0.7742000000;2.4500000000;2.9400000000;3.3687500000;46.5625000000;-7.7500000000;-9.6875000000
-9.6922000000;-1.3034000000;-1.6366000000;-8.6975000000;7.1050000000;6.4312500000;45.8750000000;-6.5625000000;-8.5000000000
-10.0744000000;-1.2250000000;-2.2834000000;-11.2087500000;18.3137500000;7.6562500000;45.8750000000;-5.5625000000;-8.8750000000
-10.1332000000;-1.1466000000;-2.6950000000;-0.4900000000;31.1150000000;14.7612500000;45.8750000000;-5.5625000000;-8.8750000000
-10.3684000000;-0.8036000000;-3.1458000000;-11.8212500000;38.2200000000;15.1900000000;46.5625000000;-5.8750000000;-8.5000000000
-10.3782000000;-1.4406000000;-5.1450000000;-22.7850000000;50.7762500000;23.5200000000;46.5625000000;-7.3750000000;-7.6875000000
-10.8290000000;-1.6366000000;-4.3708000000;-3.3687500000;85.5662500000;15.9250000000;47.0000000000;-7.7500000000;-5.6875000000
-10.8388000000;-1.0584000000;-3.7044000000;6.1862500000;81.7075000000;10.2900000000;47.0000000000;-9.2500000000;-3.0000000000
-10.7408000000;-0.9016000000;-4.3120000000;17.2112500000;77.2362500000;16.9050000000;47.0000000000;-9.2500000000;-3.0000000000
-10.6330000000;-0.6272000000;-4.3022000000;24.9900000000;90.8950000000;13.5362500000;47.7500000000;-10.6875000000;0.5625000000
-10.5938000000;-0.3724000000;-4.5374000000;9.3100000000;96.5300000000;15.5575000000;47.7500000000;-10.6875000000;4.5000000000
-10.4174000000;-1.3818000000;-5.7428000000;1.3475000000;104.8600000000;22.6625000000;46.0625000000;-11.7500000000;7.5000000000
-9.8000000000;-1.7542000000;-4.4688000000;28.2362500000;109.0862500000;3.3075000000;46.0625000000;-13.2500000000;12.6875000000
-9.8784000000;-0.9408000000;-4.6550000000;29.2775000000;91.1400000000;-10.9637500000;46.0625000000;-13.2500000000;12.6875000000
-8.9964000000;-1.4798000000;-5.7232000000;30.8700000000;93.7125000000;-3.9812500000;45.0625000000;-12.5000000000;14.8750000000
-9.0650000000;-0.7154000000;-6.0270000000;34.4837500000;97.2037500000;-13.1075000000;43.5000000000;-12.0625000000;18.5000000000
-8.3888000000;-1.1662000000;-7.4970000000;19.0487500000;99.5312500000;-4.0425000000;41.8750000000;-10.5625000000;23.1875000000
-8.1634000000;-2.1364000000;-7.2814000000;3.7975000000;103.0225000000;-8.0850000000;39.5625000000;-10.2500000000;26.7500000000
-7.7518000000;-1.6464000000;-6.8796000000;27.9912500000;101.3075000000;-21.5600000000;39.5625000000;-10.2500000000;26.7500000000
-6.5758000000;-1.0486000000;-6.9188000000;28.2362500000;96.9587500000;-24.6837500000;37.3750000000;-11.0000000000;30.1875000000
-5.7526000000;-0.4606000000;-6.8600000000;11.9437500000;92.2425000000;-17.3950000000;35.0625000000;-9.8750000000;33.0000000000
-5.0666000000;-1.7346000000;-6.4484000000;-17.3337500000;82.3200000000;-8.0850000000;32.5000000000;-6.8750000000;35.1875000000
-4.4002000000;-0.6370000000;-7.0560000000;25.1737500000;80.9112500000;-13.3525000000;29.0625000000;-8.7500000000;37.5625000000
-3.5868000000;-0.0392000000;-7.5264000000;-9.8612500000;85.1987500000;-5.0837500000;29.0625000000;-8.7500000000;37.5625000000
-3.0380000000;-2.2736000000;-7.4676000000;-32.4012500000;84.0962500000;-1.5925000000;25.6875000000;-7.6875000000;39.5625000000
-2.8420000000;0.0784000000;-8.3790000000;7.8400000000;52.6137500000;-22.0500000000;22.6875000000;-7.6875000000;40.6875000000
-2.0384000000;0.4214000000;-7.3206000000;-34.8512500000;72.9487500000;-1.7150000000;20.0000000000;-7.8750000000;42.3750000000
-1.3622000000;-0.5292000000;-7.3696000000;-25.6025000000;79.7475000000;12.0662500000;17.3750000000;-8.2500000000;42.7500000000
-0.7252000000;-1.0290000000;-8.8984000000;39.9350000000;80.7275000000;22.4787500000;17.3750000000;-8.2500000000;42.7500000000
-0.7938000000;-1.2838000000;-7.5068000000;36.4437500000;73.0100000000;19.7837500000;14.0000000000;-9.7500000000;44.5000000000
-0.3528000000;-1.8228000000;-8.2810000000;-33.6262500000;23.3975000000;11.8212500000;11.3750000000;-7.1875000000;44.0625000000
0.0000000000;-1.6660000000;-9.3786000000;-17.3950000000;27.5625000000;12.6175000000;9.0625000000;-6.7500000000;44.5000000000
-0.0784000000;-1.8424000000;-8.9180000000;9.0037500000;38.2812500000;12.7400000000;7.0625000000;-8.2500000000;45.0000000000
-0.2254000000;-1.8816000000;-7.7028000000;51.0825000000;27.1337500000;6.7375000000;7.0625000000;-8.2500000000;45.0000000000
0.7154000000;-1.6170000000;-9.4472000000;47.1012500000;11.2700000000;1.6537500000;5.5625000000;-8.0000000000;45.3750000000
0.6272000000;-1.5778000000;-8.8396000000;41.2212500000;47.2237500000;4.2262500000;4.5000000000;-6.5000000000;45.0625000000
0.3234000000;-3.4300000000;-7.0560000000;37.3012500000;50.1025000000;6.1862500000;3.2500000000;-4.2500000000;45.7500000000
0.7154000000;-2.1266000000;-8.3398000000;23.1525000000;-10.5350000000;-5.4512500000;1.1875000000;-3.5625000000;45.0625000000
1.0780000000;-2.9302000000;-8.9082000000;1.7762500000;-3.5525000000;13.4750000000;1.1875000000;-3.5625000000;45.0625000000
1.2250000000;-3.3810000000;-7.2716000000;23.4587500000;5.6962500000;-6.7375000000;2.0625000000;-2.0625000000;45.8750000000
1.5582000000;-1.8522000000;-8.8788000000;-18.5587500000;4.3487500000;-18.1300000000;1.0625000000;-2.3750000000;45.5625000000
1.1956000000;-2.6754000000;-8.3496000000;-47.4075000000;14.2100000000;-4.9612500000;1.6875000000;-1.2500000000;46.3750000000
1.1956000000;-2.5774000000;-7.2716000000;-15.8637500000;8.4525000000;-10.7187500000;1.6875000000;-1.2500000000;46.3750000000
0.9212000000;-1.0780000000;-8.6436000000;-18.1912500000;-28.3587500000;-18.0687500000;0.6875000000;-3.0625000000;46.3750000000
1.0486000000;-1.6660000000;-10.0548000000;-23.6425000000;-33.3200000000;-4.1037500000;1.3750000000;-3.8750000000;47.1875000000
1.0486000000;-1.8032000000;-9.8392000000;-0.9800000000;-12.2500000000;-4.1650000000;2.5000000000;-4.5625000000;45.1875000000
0.7644000000;-1.3818000000;-9.6726000000;-16.4762500000;-3.4300000000;-7.5950000000;3.5625000000;-5.0000000000;46.0000000000
0.9408000000;-1.5876000000;-9.3590000000;-4.1650000000;1.2862500000;-2.3275000000;3.5625000000;-5.0000000000;46.0000000000
0.7742000000;-1.3132000000;-8.5652000000;8.0850000000;3.7975000000;-0.6737500000;4.0000000000;-5.3750000000;46.3750000000
0.9996000000;-1.6170000000;-8.8494000000;8.5750000000;-2.3887500000;4.3487500000;3.5625000000;-5.0000000000;45.8750000000
0.6370000000;-1.3916000000;-8.8494000000;0.3062500000;-9.1262500000;3.5525000000;3.5625000000;-5.3750000000;45.5625000000
0.5488000000;-2.1658000000;-9.0258000000;-4.8387500000;-18.9875000000;8.8812500000;4.3750000000;-5.0000000000;45.1875000000
0.6076000000;-1.5092000000;-10.2214000000;4.3487500000;-19.9062500000;4.9000000000;4.3750000000;-5.0000000000;45.1875000000
0.2940000000;-2.1854000000;-9.5844000000;-7.9625000000;-2.0825000000;6.9825000000;4.0000000000;-5.3750000000;45.8750000000
0.3332000000;-1.9404000000;-9.3492000000;1.5312500000;1.7150000000;1.6537500000;5.7500000000;-4.1875000000;45.1875000000
0.4018000000;-1.9992000000;-9.2218000000;9.0650000000;-0.6125000000;3.5525000000;4.6875000000;-5.3750000000;46.0000000000
0.1862000000;-2.1462000000;-9.2512000000;-0.8575000000;1.6537500000;4.1650000000;5.7500000000;-5.3750000000;45.5625000000
0.4116000000;-2.2050000000;-9.3198000000;0.3675000000;1.6537500000;3.3075000000;5.7500000000;-5.3750000000;45.5625000000
0.2842000000;-2.2050000000;-9.1532000000;0.1225000000;-3.8587500000;2.6337500000;5.0625000000;-4.5625000000;46.3750000000
0.3430000000;-2.1266000000;-9.3492000000;-0.7962500000;-6.8600000000;-1.4087500000;4.3750000000;-5.3750000000;45.8750000000
0.2548000000;-1.9306000000;-9.5746000000;3.1237500000;-3.3687500000;0.6125000000;5.7500000000;-5.0000000000;45.8750000000
0.1764000000;-2.2638000000;-9.3688000000;-5.6350000000;-0.0612500000;0.6737500000;5.5000000000;-5.6875000000;45.5625000000
0.3724000000;-1.9992000000;-9.2120000000;4.2262500000;-0.1225000000;-1.8375000000;5.5000000000;-5.6875000000;45.5625000000
