acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
-1.4531755717;0.0690216826;9.7839230318;1.5495355500;-0.1870407149;0.1887833991;20.5000000000;1.1875000000;-45.6875000000
-1.4408929497;0.0303344245;9.7174287642;-3.3519362404;-1.1653183108;0.4963052540;20.5000000000;1.1875000000;-45.6875000000
-1.6710223637;-0.1313730058;9.7207773467;0.8030549052;1.0480975530;-0.3142733818;20.0625000000;2.2500000000;-46.5000000000
-1.5769023399;0.0000000000;9.6633540717;3.6629924432;1.1929911359;-0.8162411590;20.0625000000;1.5625000000;-47.2500000000
-1.5698236824;0.1593570810;9.4512547199;0.7542681292;-2.3851250941;-1.1438626649;20.0625000000;2.0000000000;-46.5000000000
-1.5496713411;0.1995127819;9.8036741962;1.6815415013;0.2459247010;-0.1273265058;20.8750000000;1.5625000000;-45.6875000000
-1.5322515655;0.1216617696;9.6142069562;0.4338260784;0.4942898087;0.4949314675;20.8750000000;1.5625000000;-45.6875000000
-1.5065811648;-0.0916070243;9.6049406201;-2.9936742318;0.4448184690;0.7567489677;20.0625000000;2.0000000000;-45.6875000000
-1.5863913518;-0.0991742268;9.6237343894;-0.5033542867;0.3177671030;-0.4297886109;20.8750000000;2.0000000000;-46.5000000000
-1.6631710464;0.1098194195;9.4756979820;3.2297111388;-0.4401158594;-1.0152863079;20.5000000000;1.1875000000;-46.5000000000
-1.5587707312;0.1117515300;9.6358068009;-0.2548515344;1.1718376794;-0.1857433699;21.1875000000;2.0000000000;-46.5000000000
-1.5436253158;0.1797232552;9.6076749401;-1.0420545782;-0.3066031735;0.5058694086;21.1875000000;2.0000000000;-46.5000000000
-1.6492698673;0.0906209325;9.6864992970;-2.8530548062;0.4336627430;2.0352794646;20.0625000000;1.5625000000;-44.8750000000
-1.5353059952;-0.2559415588;9.7215588333;-1.1974321620;0.8715752254;1.7948225048;20.0625000000;1.5625000000;-45.6875000000
-1.5488385932;-0.0905696302;9.4764277662;0.4400621604;-0.3064425364;-0.1880011740;20.0625000000;2.0000000000;-45.6875000000
-1.6193799191;0.0202252372;9.5901498937;2.5026969562;0.1256245689;-0.4982839682;21.1875000000;1.5625000000;-46.0625000000
-1.6698343772;-0.0202986137;9.6574636038;2.5387758303;0.6274220948;-1.0115095907;21.1875000000;1.5625000000;-46.0625000000
-1.6365645038;0.1930474086;9.6068459158;1.4286131396;-0.1272781214;-0.4436458880;20.8750000000;1.5625000000;-45.6875000000
-1.5748254486;0.0987522012;9.6942396826;-3.6105154150;-0.9282019542;0.0000000000;20.8750000000;2.0000000000;-46.5000000000
-1.5417835354;-0.1686111288;9.8108355908;1.6908963312;-0.8100885402;-0.1873538038;20.5000000000;1.5625000000;-47.2500000000
-1.4904569703;0.1216176066;9.5717450342;2.8134606676;1.1370293650;-0.9908006483;20.5000000000;1.5625000000;-48.0625000000
-1.6320904787;0.0610676286;9.5109329935;1.2517628084;0.5632466027;-0.4990678173;20.5000000000;1.5625000000;-48.0625000000
-1.6300626458;0.1206943654;9.7104025587;1.3966802112;-0.0630062315;0.3065902069;20.8750000000;2.0000000000;-46.5000000000
-1.5156599583;0.1084462008;9.4554767033;1.3851440972;0.4361609827;0.0632094839;20.0625000000;0.7500000000;-46.5000000000
-1.5161884213;-0.0603331539;9.6374722228;0.2544736472;0.6932863680;-0.2548889069;20.5000000000;1.5625000000;-46.8750000000
-1.5300642592;0.2858039511;9.6014972855;4.6556229575;-0.2521533694;-0.7405219195;20.8750000000;0.7500000000;-46.8750000000
-1.7016869440;0.1277637724;9.7596129406;1.5408262501;1.1387098280;0.4349663482;20.8750000000;0.7500000000;-46.8750000000
-1.5915332279;0.1419292100;9.5716847739;0.7369076547;0.3077906688;0.3091676882;20.8750000000;1.1875000000;-45.6875000000
-1.5317713512;0.0392504675;9.7932605864;-0.5629738433;0.4435636796;0.4936033877;20.8750000000;1.1875000000;-45.2500000000
-1.5932304023;0.1483620799;9.6319384644;0.4293994341;0.0000000000;0.0626194685;21.1875000000;1.5625000000;-47.2500000000
-1.5964874855;0.1670267819;9.4810869306;-0.6205123903;-0.1848329735;0.0634144177;20.8750000000;2.0000000000;-47.2500000000
-1.6357689939;0.0901608179;9.5991167031;-1.8054763935;1.1041074565;0.3743561983;20.8750000000;2.0000000000;-47.2500000000
-1.6242005114;0.1983902944;9.5437811917;0.1852389384;-0.5666590616;-0.1269331443;20.0625000000;2.0000000000;-45.6875000000
-1.6390353334;0.0302524963;9.6292607624;-2.8105237609;0.1850178161;-0.1852798222;20.8750000000;1.5625000000;-47.2500000000
-1.6202007859;0.0196139522;9.6651922690;0.3117299479;-0.8257684767;-1.0469085529;20.8750000000;2.0000000000;-46.0625000000
-1.5429366078;0.1785225365;9.4520271145;1.7186488603;-0.7990606837;-0.8873729070;20.8750000000;2.0000000000;-46.0625000000
-1.5896589553;0.0812906623;9.6454798807;-3.4934854401;-0.8627210871;-0.1846896878;20.5000000000;1.1875000000;-46.5000000000
-1.5680473095;-0.0702973021;9.6258267464;-1.2395246352;0.1851071618;-0.2503267578;20.8750000000;0.7500000000;-46.5000000000
-1.6110599679;0.0984713704;9.8805302386;0.2540313606;0.3753233349;-1.8413801840;21.1875000000;2.0000000000;-47.2500000000
-1.5893790264;0.2020716332;9.5182086082;2.1244493676;-0.1263375489;-0.0630451373;20.5000000000;1.1875000000;-46.0625000000
-1.5992367213;0.1999613688;9.7269892582;3.0288416597;-0.4952320805;-0.0632868059;20.5000000000;1.1875000000;-46.0625000000
-1.5543398951;0.0708852686;9.6787749375;0.4387511116;0.0621069839;0.5594555689;20.5000000000;1.1875000000;-45.2500000000
-1.5565689326;0.0890190191;9.5779792497;1.3192948056;0.1255462677;0.3116892226;20.5000000000;1.5625000000;-44.5000000000
-1.5431393906;0.1307888069;9.7785398438;0.9292028330;0.5652700251;1.2519604614;20.8750000000;1.1875000000;-47.2500000000
-1.6539045913;0.1285213007;9.4654771915;0.6166741453;0.1228906392;0.3727926730;21.1875000000;0.7500000000;-47.2500000000
-1.7095853112;0.2128489843;9.4853433627;1.7786424657;0.7491989780;-0.2461161725;21.1875000000;0.7500000000;-47.2500000000
-1.6691244886;0.1909660223;9.8072323981;-0.4913193306;0.2494098080;-0.0614543336;20.5000000000;1.5625000000;-46.0625000000
-1.5631670319;0.1283501357;9.4134977950;0.2489380278;-0.8732816363;0.6156525185;20.5000000000;1.1875000000;-46.0625000000
-1.4743383023;0.0987818572;9.7417980105;-0.3103029316;0.3180093118;0.0618073103;20.0625000000;1.1875000000;-46.8750000000
-1.6106497482;0.0784758185;9.8009245629;0.8226954583;1.1722987445;-0.4938107264;20.8750000000;0.7500000000;-46.8750000000
-1.6006194773;0.1285978504;9.6358513079;2.8214216043;0.5698973140;0.0000000000;20.8750000000;0.7500000000;-46.8750000000
-1.6610112775;0.2402422095;9.6425580838;0.1892141283;0.5029825455;-0.1862366404;20.8750000000;0.7500000000;-46.5000000000
-1.6491719592;0.1320610603;9.7388455747;3.7375687484;0.9983925080;0.0000000000;20.5000000000;1.5625000000;-46.0625000000
-1.6120585878;0.2115238064;9.6521195959;-0.0631438711;0.2473534649;-0.2529067603;20.0625000000;0.7500000000;-46.5000000000
-1.6530792581;0.2477743903;9.4869162850;0.1233684938;-0.6259640210;-0.3116731186;20.5000000000;1.5625000000;-46.5000000000
-1.5802329341;0.2785551960;9.5707288112;-1.5111911365;0.5035812672;-0.3160042058;20.5000000000;1.5625000000;-46.5000000000
-1.5838968547;0.1303374625;9.4595380851;-1.4497677496;-0.3092450865;0.2463968290;20.5000000000;1.1875000000;-47.2500000000
-1.5580411025;0.1829564208;9.5379240990;-0.9897354957;-0.2503143944;0.1234493942;20.5000000000;0.7500000000;-44.8750000000
-1.6307051705;0.2318585537;9.7395400696;1.3146848590;0.6369463092;0.2532188845;20.8750000000;0.7500000000;-46.0625000000
-1.6522819193;0.1931549690;9.6946099776;-0.0636221661;0.2512130319;0.5050791661;20.5000000000;0.7500000000;-45.2500000000
-1.6048530210;0.1962505697;9.6535895998;-0.9865636554;-0.6754978339;0.2502398061;20.5000000000;0.7500000000;-45.2500000000
-1.6167957152;0.1415253279;9.7344853509;0.2528936621;0.9221104824;-0.2521871690;21.1875000000;1.1875000000;-46.5000000000
-1.6079390301;0.3054057659;9.4369451600;0.8585602736;-0.4953460528;0.3066081219;20.8750000000;0.7500000000;-46.0625000000
-1.6375338762;0.1395065960;9.7451409151;-1.5462225535;0.3688270648;1.2448483296;20.8750000000;1.1875000000;-46.8750000000
-1.6467468307;0.0000000000;9.4749663422;1.4001985251;0.3790953657;-0.5564002960;20.5000000000;0.5000000000;-46.0625000000
-1.6399540850;0.2384423949;9.4285681870;1.8375803249;0.3775413740;-1.2872678977;20.5000000000;0.5000000000;-46.0625000000
-1.7053862460;0.2488981035;9.6114607545;2.1554150301;-0.5074245623;-0.8129401654;20.8750000000;0.7500000000;-45.6875000000
-1.5419266505;0.1929152970;9.7306281416;1.0460096633;-0.5070196719;0.1242427056;21.5625000000;-0.1875000000;-45.6875000000
-1.5399941130;0.2369008648;9.7283190440;0.8581584551;-0.5622754511;-0.0630065776;21.1875000000;1.5625000000;-46.0625000000
-1.5793582538;0.3206133148;9.5480437546;0.2520325731;0.1237955559;0.0615218723;20.8750000000;0.0625000000;-46.5000000000
-1.6037413042;0.2120439806;9.6648535698;-0.7619146821;0.6908552338;0.5000314036;20.8750000000;0.0625000000;-46.5000000000
-1.6630956272;0.1578549241;9.6360467299;-0.9387033841;0.3735159117;0.0619519380;19.7500000000;1.1875000000;-46.5000000000
-1.6889825475;0.1596761838;9.4900603196;0.8600655850;0.2489277020;-0.0617985827;20.5000000000;0.7500000000;-46.5000000000
-1.6997557824;0.3131140794;9.7041806751;-0.3098196983;-0.7562654598;-0.5069998901;20.5000000000;0.5000000000;-47.2500000000
-1.5835466909;0.1015032971;9.7550164526;-1.7250611234;0.1898631980;-0.2548380332;20.8750000000;0.5000000000;-46.0625000000
-1.5480543471;0.1503080056;9.4945628473;1.1901711763;-0.1839915717;-0.9321606195;20.8750000000;0.5000000000;-46.0625000000
-1.5787514115;0.3053676145;9.6803046094;0.6855554697;0.3094504990;0.1892479555;20.0625000000;0.5000000000;-45.6875000000
-1.6405510432;0.2891140342;9.5043276121;-1.1426374727;-0.2525050367;0.1265438951;21.5625000000;1.1875000000;-45.2500000000
-1.6192346945;0.1631993977;9.5233785525;1.4564480458;0.1903209342;-0.4320267102;20.8750000000;1.1875000000;-48.0625000000
-1.5442395624;0.2332421914;9.7248337734;-0.1264565078;-0.3177139546;-0.3700064762;20.8750000000;0.7500000000;-46.0625000000
