acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
0.0000000000;0.4900000000;9.6334000000;0.6737500000;-0.1225000000;-0.4900000000;15.2500000000;-2.1875000000;-48.8750000000
0.0294000000;0.4998000000;9.5648000000;0.0612500000;-0.9187500000;0.3675000000;16.0625000000;-2.5625000000;-48.0625000000
0.0098000000;0.4606000000;9.3590000000;-1.5312500000;0.0612500000;0.6125000000;16.3750000000;-3.0000000000;-47.6875000000
0.0000000000;0.3920000000;9.6432000000;-0.4900000000;0.9800000000;0.0612500000;16.0625000000;-2.5625000000;-48.0625000000
-0.0294000000;0.4312000000;9.6726000000;1.4087500000;0.0000000000;-0.1225000000;16.0625000000;-2.1875000000;-48.8750000000
-0.0098000000;0.3822000000;9.5158000000;0.2450000000;-1.0412500000;-0.4287500000;16.0625000000;-2.1875000000;-48.8750000000
0.0294000000;0.5880000000;9.5746000000;-0.9800000000;0.0612500000;-1.1025000000;15.6875000000;-1.7500000000;-48.0625000000
0.0196000000;0.4116000000;9.5256000000;1.1025000000;-0.0612500000;-0.0612500000;17.1875000000;-2.5625000000;-47.2500000000
0.0294000000;0.4116000000;9.6530000000;-1.3475000000;-0.0612500000;0.1225000000;16.0625000000;-2.5625000000;-47.6875000000
0.0392000000;0.4606000000;9.6432000000;0.6125000000;-0.3675000000;0.3062500000;15.6875000000;-2.1875000000;-49.2500000000
0.0000000000;0.4312000000;9.5550000000;-0.9187500000;-1.7762500000;0.1837500000;15.6875000000;-2.1875000000;-49.2500000000
-0.0882000000;0.3528000000;9.7314000000;0.8575000000;-0.9187500000;-0.3675000000;16.0625000000;-2.1875000000;-48.8750000000
-0.0392000000;0.5390000000;10.0744000000;1.7150000000;-6.5537500000;-0.6737500000;16.3750000000;-2.5625000000;-46.8750000000
0.1960000000;0.5390000000;9.6334000000;-2.6950000000;-8.9425000000;0.1837500000;15.6875000000;-2.5625000000;-47.6875000000
0.1666000000;0.3136000000;9.4080000000;1.7762500000;-7.1662500000;0.3062500000;15.6875000000;-2.1875000000;-47.2500000000
0.0588000000;0.6762000000;9.7706000000;1.1025000000;-4.8387500000;-0.3062500000;15.6875000000;-2.1875000000;-47.2500000000
0.2842000000;0.4606000000;9.6040000000;0.8575000000;-8.0237500000;0.4900000000;15.6875000000;-3.0000000000;-48.0625000000
0.3332000000;0.4312000000;9.9274000000;-0.9187500000;-6.9825000000;0.9800000000;15.2500000000;-2.1875000000;-47.2500000000
0.2254000000;0.5586000000;10.6036000000;-4.3487500000;-10.1675000000;0.9800000000;14.8750000000;-1.7500000000;-46.8750000000
0.2940000000;0.4508000000;10.5350000000;0.9187500000;-18.4975000000;0.8575000000;14.8750000000;-2.1875000000;-48.5000000000
0.2450000000;0.4116000000;11.6718000000;0.9800000000;-24.9900000000;-0.0612500000;14.8750000000;-2.1875000000;-48.5000000000
0.0490000000;0.7840000000;12.7106000000;-22.7237500000;-51.6337500000;2.3275000000;13.8750000000;-2.1875000000;-48.5000000000
0.7742000000;0.3038000000;11.6326000000;-27.0112500000;-79.8700000000;4.7162500000;12.7500000000;-1.0625000000;-49.2500000000
1.4406000000;-0.3136000000;10.8388000000;-27.3175000000;-99.2250000000;1.5312500000;10.1875000000;-0.6875000000;-49.6875000000
1.6758000000;-0.0392000000;11.6522000000;4.7162500000;-100.4500000000;-3.0625000000;6.0625000000;1.0625000000;-50.8750000000
