time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z
1;-9.1400000000;-0.3500000000;2.7100000000;9.5625000000;5.5625000000;-2.1875000000;30.8750000000;5.5000000000;-24.1875000000;0.6229860000;0.3591310000;0.4797970000;-0.5026860000
2;-9.1500000000;-0.0400000000;2.8200000000;18.8125000000;11.8750000000;-5.7500000000;30.8750000000;5.5000000000;-24.1875000000;0.6184690000;0.3634640000;0.4799190000;-0.5050660000
3;-9.1000000000;-0.0900000000;2.9000000000;13.5000000000;12.1250000000;-4.9375000000;30.7500000000;5.0625000000;-22.1875000000;0.6140140000;0.3668210000;0.4815670000;-0.5064700000
4;-9.1200000000;-0.0100000000;2.6600000000;13.3750000000;4.6250000000;0.0625000000;31.2500000000;4.6875000000;-23.0625000000;0.6117550000;0.3712160000;0.4796750000;-0.5078120000
5;-9.3000000000;-0.5800000000;2.4500000000;13.8750000000;6.5000000000;-1.8750000000;31.6875000000;4.3750000000;-22.5625000000;0.6088260000;0.3749390000;0.4786380000;-0.5095830000
6;-9.9100000000;-0.1800000000;2.4000000000;18.6250000000;10.1250000000;-4.1250000000;31.2500000000;4.3750000000;-23.0625000000;0.6045530000;0.3795170000;0.4777830000;-0.5120850000
7;-9.3600000000;-0.1500000000;2.3200000000;15.5000000000;0.5625000000;-1.5625000000;31.2500000000;4.3750000000;-23.0625000000;0.6021120000;0.3817140000;0.4757690000;-0.5151980000
8;-9.2200000000;-0.3000000000;2.0500000000;8.1875000000;1.5625000000;0.1875000000;32.0000000000;4.3750000000;-21.5000000000;0.6011960000;0.3828740000;0.4750980000;-0.5159910000
9;-9.3800000000;-0.4500000000;2.3800000000;8.3750000000;3.9375000000;2.5625000000;32.0625000000;4.6875000000;-22.1875000000;0.6005250000;0.3849490000;0.4747310000;-0.5155030000
10;-9.4700000000;-0.3400000000;2.3200000000;10.6250000000;-1.5000000000;-2.9375000000;32.0625000000;4.2500000000;-23.0625000000;0.5994870000;0.3861690000;0.4738160000;-0.5167240000
11;-9.3400000000;-0.2000000000;2.1600000000;3.6250000000;1.6875000000;-3.4375000000;32.0625000000;4.2500000000;-23.0625000000;0.5983280000;0.3869020000;0.4736940000;-0.5175780000
12;-9.2800000000;-0.0200000000;2.2300000000;2.5625000000;3.4375000000;2.7500000000;31.6875000000;4.3750000000;-22.0625000000;0.5977170000;0.3885500000;0.4738160000;-0.5169070000
13;-9.5000000000;-0.1100000000;2.2800000000;4.8750000000;7.2500000000;3.3750000000;31.2500000000;4.6875000000;-22.0625000000;0.5977780000;0.3903200000;0.4747920000;-0.5147090000
14;-9.3900000000;-0.1700000000;2.1100000000;3.6250000000;3.3750000000;0.1875000000;31.2500000000;3.6875000000;-21.7500000000;0.5968020000;0.3918460000;0.4752200000;-0.5142820000
15;-9.4300000000;-0.2100000000;1.7800000000;6.8750000000;4.1250000000;1.0000000000;31.6875000000;4.0000000000;-21.0000000000;0.5964970000;0.3926390000;0.4754030000;-0.5138550000
16;-9.8900000000;-0.2400000000;1.6400000000;7.3125000000;9.2500000000;2.0000000000;31.6875000000;4.0000000000;-21.0000000000;0.5945430000;0.3956910000;0.4757080000;-0.5134280000
17;-9.8400000000;-0.2000000000;1.3400000000;15.4375000000;1.2500000000;-4.4375000000;32.0625000000;4.0000000000;-21.7500000000;0.5913700000;0.3988040000;0.4755860000;-0.5148930000
18;-9.6200000000;-0.4300000000;1.4300000000;11.9375000000;7.0625000000;-2.6250000000;32.0625000000;4.3750000000;-21.2500000000;0.5885620000;0.4015500000;0.4764400000;-0.5151370000
19;-10.2600000000;-0.4400000000;1.7100000000;12.7500000000;14.0000000000;-3.6875000000;32.7500000000;3.2500000000;-21.0000000000;0.5834960000;0.4061890000;0.4790040000;-0.5148930000
20;-9.8300000000;-0.2800000000;1.5100000000;14.9375000000;3.9375000000;-8.3125000000;32.3750000000;3.6875000000;-21.0000000000;0.5811770000;0.4074710000;0.4791260000;-0.5163570000
21;-9.4000000000;-0.1600000000;1.6400000000;15.9375000000;13.0000000000;-7.0625000000;32.3750000000;3.6875000000;-21.0000000000;0.5753170000;0.4113160000;0.4804690000;-0.5186160000
22;-10.2400000000;-0.2400000000;0.9000000000;9.1875000000;19.3750000000;-3.6250000000;33.5625000000;2.5000000000;-22.0625000000;0.5683590000;0.4171140000;0.4833980000;-0.5189210000
23;-10.4800000000;-0.7800000000;0.2800000000;13.6250000000;23.8125000000;-5.5000000000;35.3750000000;2.8750000000;-19.3750000000;0.5621950000;0.4224850000;0.4865110000;-0.5184330000
24;-10.4900000000;-0.8700000000;-0.0100000000;21.6250000000;29.2500000000;-7.0625000000;35.6875000000;2.8750000000;-20.1875000000;0.5532230000;0.4301760000;0.4894410000;-0.5189820000
25;-10.5300000000;-1.2700000000;-0.3900000000;12.0000000000;41.0625000000;-10.5000000000;36.5000000000;1.7500000000;-19.0625000000;0.5453490000;0.4362790000;0.4935300000;-0.5183110000
