acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
-8.4476000000;-0.7154000000;3.5574000000;2.8787500000;13.2912500000;6.2475000000;28.5000000000;-10.1875000000;-17.7500000000
-9.0160000000;-0.8526000000;3.6358000000;9.1262500000;11.3312500000;-1.3475000000;28.0625000000;-11.2500000000;-18.5625000000
-8.8396000000;-0.9408000000;3.4790000000;11.0862500000;7.4112500000;-4.0425000000;28.5000000000;-11.2500000000;-19.0000000000
-8.6044000000;-0.7742000000;3.3026000000;-2.2662500000;1.7150000000;2.2662500000;28.7500000000;-10.7500000000;-17.7500000000
-8.7024000000;-1.4014000000;3.5084000000;-17.5175000000;0.9187500000;2.5725000000;28.7500000000;-10.7500000000;-17.7500000000
-8.4966000000;-0.5488000000;3.6848000000;-3.6750000000;-6.6150000000;-3.0012500000;29.1875000000;-11.1875000000;-17.7500000000
-9.4374000000;-0.6076000000;3.7632000000;-1.4700000000;-2.7562500000;-4.7162500000;28.7500000000;-10.7500000000;-17.0000000000
-8.3496000000;0.5194000000;3.2928000000;-1.6537500000;-17.4562500000;-4.4712500000;29.1875000000;-10.5000000000;-17.7500000000
-9.0356000000;-0.3038000000;3.4300000000;-11.8212500000;-6.3087500000;-3.0012500000;28.0625000000;-11.2500000000;-18.5625000000
-9.0258000000;0.1470000000;3.4398000000;10.4125000000;-14.7612500000;-6.9825000000;28.0625000000;-11.2500000000;-18.5625000000
-9.1924000000;-0.1764000000;3.4496000000;4.2262500000;-5.2675000000;-9.2487500000;28.0625000000;-10.3750000000;-19.0000000000
-8.9866000000;-0.2352000000;3.1654000000;9.0650000000;-9.3712500000;-7.0437500000;28.5000000000;-9.6875000000;-19.7500000000
-8.8690000000;-0.9996000000;3.2340000000;3.6137500000;0.0612500000;-4.4712500000;28.5000000000;-9.7500000000;-19.7500000000
-8.8494000000;-1.8326000000;3.6750000000;8.6362500000;-0.2450000000;-16.9050000000;28.0625000000;-10.5000000000;-19.3750000000
-8.9180000000;-1.2446000000;3.6946000000;16.8437500000;1.5925000000;-13.4750000000;28.0625000000;-10.5000000000;-19.3750000000
-8.6632000000;-1.5778000000;3.9396000000;6.3700000000;-6.6150000000;-11.5762500000;28.7500000000;-10.1875000000;-19.3750000000
-8.0360000000;-1.1956000000;4.0082000000;4.2875000000;-11.8212500000;-5.6350000000;27.2500000000;-10.1875000000;-19.7500000000
-9.1042000000;-1.0584000000;4.3120000000;-12.8625000000;-6.9212500000;-0.3062500000;27.6875000000;-10.0625000000;-19.0000000000
-9.1238000000;-0.9016000000;3.8906000000;-16.7825000000;-8.8200000000;1.3475000000;28.5000000000;-10.0625000000;-17.7500000000
-8.2908000000;-0.9604000000;3.5182000000;-19.2937500000;-11.9437500000;4.2875000000;28.5000000000;-10.0625000000;-17.7500000000
-9.2904000000;-1.6464000000;3.3320000000;-34.6675000000;1.3475000000;9.8612500000;27.6875000000;-10.0625000000;-20.5625000000
-8.2908000000;-1.1760000000;3.4790000000;-24.1937500000;-7.7175000000;13.2912500000;28.5000000000;-8.8750000000;-19.3750000000
-8.5848000000;-0.9604000000;3.4790000000;-25.0512500000;3.4300000000;13.1687500000;28.5000000000;-8.8750000000;-21.2500000000
-9.0062000000;-1.0486000000;3.8514000000;-21.2537500000;0.8575000000;6.4925000000;27.2500000000;-9.0000000000;-19.7500000000
-8.8690000000;-0.4802000000;4.1062000000;-8.1462500000;0.8575000000;3.0012500000;27.2500000000;-9.0000000000;-19.7500000000
-8.6142000000;-0.6860000000;3.8122000000;-10.6575000000;0.7962500000;1.2250000000;28.5000000000;-8.5625000000;-21.0000000000
-8.9082000000;-0.1274000000;4.2924000000;0.0612500000;0.4287500000;2.5725000000;27.6875000000;-7.8750000000;-20.5625000000
-8.7808000000;-0.7840000000;3.9690000000;-19.1100000000;-6.4312500000;10.0450000000;27.2500000000;-8.2500000000;-20.5625000000
-8.5260000000;-0.6958000000;3.6652000000;-18.3750000000;-4.5937500000;14.1487500000;26.5625000000;-8.8750000000;-19.7500000000
-9.2414000000;-0.9604000000;3.3418000000;-14.1487500000;-4.5325000000;6.4925000000;26.5625000000;-8.8750000000;-19.7500000000
-8.5946000000;-1.2348000000;3.3418000000;-5.5125000000;1.8375000000;-0.5512500000;27.6875000000;-8.2500000000;-21.2500000000
-8.9278000000;-0.7154000000;3.7632000000;13.0462500000;12.0662500000;-3.2462500000;25.7500000000;-7.5000000000;-22.0625000000
-8.9180000000;-0.6370000000;3.7730000000;1.9600000000;5.2062500000;-1.1025000000;27.0000000000;-8.6875000000;-21.0000000000
-8.4770000000;-1.1858000000;3.8612000000;-1.4087500000;7.7175000000;-1.6537500000;27.0000000000;-8.6875000000;-21.0000000000
-8.8396000000;-0.7350000000;3.9004000000;7.9012500000;4.8387500000;-5.3287500000;27.6875000000;-8.0000000000;-21.0000000000
-8.8984000000;-1.0682000000;3.8612000000;-1.5925000000;3.1850000000;1.7762500000;27.2500000000;-8.0000000000;-21.3750000000
-8.5848000000;-1.2054000000;3.7926000000;-0.4287500000;-1.0412500000;1.0412500000;27.6875000000;-8.6875000000;-20.5625000000
-8.8788000000;-0.7546000000;3.8808000000;4.2875000000;-0.6737500000;-1.6537500000;27.6875000000;-8.6875000000;-20.5625000000
-8.7612000000;-1.1466000000;3.7926000000;-8.3912500000;-3.7362500000;-1.2250000000;27.6875000000;-8.6875000000;-20.5625000000
-8.7808000000;-0.7644000000;3.6260000000;1.5925000000;-2.0825000000;-1.2862500000;28.0625000000;-8.6875000000;-21.0000000000
-9.0160000000;-0.6958000000;3.6554000000;-2.9400000000;-3.7362500000;4.1037500000;27.6875000000;-8.6875000000;-21.2500000000
-8.7318000000;-1.1564000000;3.7142000000;-8.2075000000;-1.1025000000;3.4300000000;28.5000000000;-8.0000000000;-21.3750000000
-8.8494000000;-0.9800000000;3.5574000000;0.8575000000;2.5725000000;0.9800000000;27.2500000000;-8.6875000000;-21.3750000000
-8.8886000000;-0.9996000000;3.5084000000;-2.0825000000;1.4700000000;1.2862500000;27.2500000000;-8.6875000000;-21.3750000000
-8.5652000000;-0.8330000000;3.7534000000;6.1250000000;4.2262500000;-1.4087500000;27.6875000000;-8.3750000000;-21.2500000000
-8.9768000000;-0.9604000000;3.8122000000;2.1437500000;6.9212500000;-1.1025000000;27.2500000000;-8.0000000000;-21.3750000000
-8.4280000000;-0.9114000000;4.0670000000;5.6350000000;-3.1237500000;-3.6137500000;27.2500000000;-8.0000000000;-19.3750000000
-8.7808000000;-1.0682000000;4.0768000000;-1.9600000000;1.4087500000;-3.3687500000;28.0625000000;-8.0000000000;-21.0000000000
-8.7808000000;-0.8428000000;4.0866000000;4.0425000000;-7.1662500000;-8.5137500000;28.0625000000;-8.0000000000;-21.0000000000
-8.4182000000;-0.5684000000;3.4888000000;8.9425000000;-8.3912500000;-9.3100000000;27.0000000000;-8.3750000000;-19.3750000000
-8.7416000000;-0.7448000000;3.6554000000;-0.0612500000;-0.5512500000;-4.6550000000;27.2500000000;-8.6875000000;-19.7500000000
-9.2806000000;-1.0584000000;3.6358000000;-2.5725000000;-0.1225000000;-1.1637500000;28.0625000000;-7.5625000000;-20.5000000000
-8.3594000000;-1.1466000000;3.3516000000;7.1050000000;-2.8787500000;-1.7150000000;27.0000000000;-8.0000000000;-21.0000000000
-8.9180000000;-0.9996000000;3.5280000000;9.0650000000;10.8412500000;-2.0212500000;27.0000000000;-8.0000000000;-21.0000000000
