time index;acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z;quat_w;quat_x;quat_y;quat_z
35;-14.0500000000;0.3300000000;-6.0700000000;76.1875000000;258.3125000000;-61.5625000000;44.6875000000;-19.0000000000;1.1875000000;0.5438230000;0.0930180000;-0.8339230000;0.0151980000
36;-14.3500000000;1.1400000000;-5.6000000000;30.8750000000;315.8750000000;-50.1250000000;44.6875000000;-15.0000000000;8.5625000000;0.4596560000;0.0988160000;-0.8823850000;-0.0194700000
37;-13.3000000000;-0.1700000000;-4.7300000000;15.0000000000;310.6250000000;-44.8750000000;43.1875000000;-10.8750000000;18.0000000000;0.3625490000;0.1093750000;-0.9247440000;-0.0385740000
38;-10.5100000000;2.2100000000;-5.8300000000;99.0625000000;298.4375000000;-45.6875000000;38.7500000000;-8.0625000000;28.8750000000;0.2689820000;0.1086430000;-0.9536130000;-0.0807500000
39;-8.6100000000;1.3200000000;-3.7500000000;56.6250000000;311.0625000000;-24.5000000000;38.7500000000;-8.0625000000;28.8750000000;0.1704100000;0.1015010000;-0.9732670000;-0.1158450000
40;-5.6200000000;0.9900000000;-2.1700000000;33.8750000000;209.4375000000;-21.5000000000;30.8750000000;-5.8750000000;35.6875000000;0.0960690000;0.0974730000;-0.9810790000;-0.1368410000
41;-2.8100000000;0.1300000000;-2.2700000000;104.5000000000;145.8125000000;22.5000000000;20.2500000000;-3.6875000000;43.7500000000;0.0493770000;0.0816040000;-0.9803470000;-0.1726680000
42;-0.7500000000;0.1700000000;-1.1600000000;50.1875000000;100.8750000000;21.7500000000;13.2500000000;0.0000000000;45.1875000000;0.0172120000;0.0667110000;-0.9783940000;-0.1948240000
43;-1.1800000000;-3.8400000000;-3.6200000000;-22.6875000000;43.2500000000;46.6250000000;8.0000000000;4.0000000000;45.7500000000;0.0051270000;0.0537110000;-0.9796750000;-0.1931150000
44;-1.0000000000;-6.1800000000;-6.4900000000;-14.5000000000;-1.4375000000;41.8750000000;8.0000000000;4.0000000000;45.7500000000;0.0029300000;0.0375980000;-0.9815670000;-0.1873170000
45;-0.0100000000;-6.4800000000;-9.8500000000;-52.4375000000;-27.3750000000;10.5625000000;6.5000000000;3.6875000000;46.7500000000;0.0126340000;0.0308230000;-0.9848630000;-0.1699220000
46;-0.7600000000;-4.3900000000;-10.0800000000;-11.4375000000;-10.2500000000;-11.0625000000;6.5000000000;1.7500000000;46.1875000000;0.0164790000;0.0346680000;-0.9859620000;-0.1623540000
47;-0.5500000000;-2.9700000000;-8.2200000000;-8.3125000000;-4.1875000000;-11.2500000000;6.0000000000;0.2500000000;45.5000000000;0.0170290000;0.0386350000;-0.9861450000;-0.1605830000
48;-0.7900000000;-2.7300000000;-8.5000000000;1.8125000000;-13.3750000000;-7.5000000000;6.6875000000;0.2500000000;46.6875000000;0.0197140000;0.0412600000;-0.9860230000;-0.1600340000
49;-0.6300000000;-2.0700000000;-8.8900000000;-6.5000000000;-10.5000000000;-7.6250000000;6.6875000000;0.2500000000;46.6875000000;0.0231930000;0.0450440000;-0.9857180000;-0.1604610000
50;-0.5800000000;-2.8900000000;-9.5000000000;-20.2500000000;-16.3125000000;-1.7500000000;7.8750000000;0.0000000000;46.2500000000;0.0287480000;0.0476070000;-0.9866330000;-0.1531980000
51;-0.4900000000;-2.8600000000;-10.1900000000;5.7500000000;-10.6875000000;-1.6875000000;7.8750000000;-0.3750000000;47.3750000000;0.0339360000;0.0554810000;-0.9860230000;-0.1533200000
52;-0.6400000000;-2.6200000000;-9.4000000000;-23.5625000000;-2.8125000000;-7.8125000000;9.0000000000;0.0000000000;46.6875000000;0.0353390000;0.0655520000;-0.9863280000;-0.1470950000
53;-0.5200000000;-2.4400000000;-9.8000000000;-8.8125000000;-4.1250000000;-5.5625000000;9.2500000000;-0.3750000000;45.8750000000;0.0369870000;0.0744020000;-0.9862670000;-0.1428830000
54;-0.8200000000;-2.1700000000;-9.1600000000;-6.3125000000;1.6875000000;-1.6875000000;9.2500000000;-0.3750000000;45.8750000000;0.0364380000;0.0758060000;-0.9864500000;-0.1410520000
55;-0.7600000000;-2.4900000000;-9.0200000000;0.3125000000;-1.9375000000;3.9375000000;8.5625000000;-0.7500000000;45.5000000000;0.0379030000;0.0802610000;-0.9862060000;-0.1397710000
56;-0.5100000000;-2.5300000000;-9.5300000000;2.7500000000;-1.6875000000;1.0625000000;8.8750000000;-0.7500000000;45.7500000000;0.0394900000;0.0854490000;-0.9856570000;-0.1402590000
57;-0.7700000000;-2.6900000000;-9.2100000000;-0.6875000000;4.3125000000;4.4375000000;9.2500000000;-2.5625000000;46.2500000000;0.0396120000;0.0900880000;-0.9852290000;-0.1402590000
58;-0.9000000000;-2.6900000000;-9.2000000000;3.2500000000;2.1875000000;3.3125000000;9.0000000000;-2.5625000000;44.6875000000;0.0396730000;0.0936280000;-0.9848020000;-0.1406860000
59;-0.7400000000;-2.5500000000;-9.1500000000;-1.1250000000;2.6875000000;2.1250000000;9.0000000000;-2.5625000000;44.6875000000;0.0395510000;0.0926510000;-0.9849240000;-0.1405640000
60;-0.6600000000;-3.0800000000;-9.1200000000;1.4375000000;2.7500000000;3.6875000000;9.0000000000;-1.5000000000;45.7500000000;0.0399170000;0.0963750000;-0.9845580000;-0.1404420000
61;-0.7600000000;-2.7100000000;-9.1400000000;2.8125000000;0.4375000000;0.3750000000;9.2500000000;-1.7500000000;46.6875000000;0.0407100000;0.1011960000;-0.9839480000;-0.1413570000
62;-0.7000000000;-2.4000000000;-8.6200000000;-4.2500000000;-0.8750000000;1.3125000000;7.8750000000;-2.1875000000;46.6875000000;0.0410770000;0.1040040000;-0.9837040000;-0.1409910000
63;-0.8300000000;-2.5900000000;-8.9000000000;0.4375000000;-5.4375000000;2.3125000000;8.5625000000;-1.7500000000;45.7500000000;0.0430910000;0.1072390000;-0.9833980000;-0.1399540000
64;-0.9000000000;-2.6400000000;-9.0800000000;-12.6250000000;-2.5625000000;0.5000000000;8.5625000000;-1.7500000000;45.7500000000;0.0444340000;0.1072390000;-0.9836430000;-0.1375120000
65;-0.6600000000;-2.7300000000;-9.5200000000;-8.3750000000;-6.6250000000;0.4375000000;9.0000000000;-1.1875000000;46.2500000000;0.0462650000;0.1116940000;-0.9836430000;-0.1333010000
66;-0.8200000000;-2.5100000000;-9.5100000000;-8.5625000000;-2.5000000000;0.3125000000;9.2500000000;-2.1875000000;45.8750000000;0.0480960000;0.1163940000;-0.9834590000;-0.1303100000
67;-0.9100000000;-2.2900000000;-9.2800000000;-1.3750000000;-4.4375000000;1.6250000000;8.8750000000;-2.5625000000;45.0000000000;0.0493160000;0.1196900000;-0.9832150000;-0.1284180000
68;-0.8500000000;-2.3000000000;-9.1600000000;0.2500000000;-3.3750000000;3.6250000000;9.2500000000;-3.0000000000;46.1875000000;0.0517580000;0.1221310000;-0.9829100000;-0.1276250000
