acc_x;acc_y;acc_z;gyr_x;gyr_y;gyr_z;mag_x;mag_y;mag_z
-9.3024000000;-0.3060000000;1.5300000000;-1.9762500000;-0.1275000000;1.1475000000;29.2500000000;7.0000000000;-13.6875000000
-9.8124000000;-0.4896000000;1.2138000000;2.7412500000;8.0325000000;-0.5737500000;30.0625000000;7.6875000000;-14.0625000000
-9.5268000000;-0.4284000000;1.2546000000;11.8575000000;2.6775000000;-2.9962500000;30.0625000000;7.0000000000;-14.0000000000
-9.8736000000;0.0408000000;1.2036000000;2.3587500000;1.9762500000;-1.4025000000;29.2500000000;6.6875000000;-13.7500000000
-9.8532000000;-0.5202000000;1.2648000000;-1.8487500000;-0.3825000000;-0.8925000000;29.0000000000;7.3750000000;-13.2500000000
-9.4656000000;-0.3060000000;1.1526000000;4.2075000000;0.7012500000;-1.5300000000;29.0000000000;7.3750000000;-13.2500000000
-9.7614000000;-0.1326000000;1.0404000000;-1.6575000000;3.1237500000;2.2312500000;29.0000000000;6.6875000000;-13.2500000000
-9.5268000000;-0.8364000000;1.1220000000;-0.2550000000;8.7975000000;0.2550000000;28.5625000000;7.3750000000;-14.0625000000
-10.0368000000;-0.2040000000;1.3872000000;10.3275000000;8.3512500000;0.1912500000;28.2500000000;7.0000000000;-13.2500000000
-9.3024000000;-0.6018000000;0.9690000000;0.4462500000;4.7175000000;-3.6975000000;27.8750000000;7.3750000000;-14.0625000000
-9.8736000000;-0.2040000000;1.0506000000;10.1362500000;8.2875000000;1.9125000000;27.8750000000;7.3750000000;-14.0625000000
-9.6900000000;-0.4998000000;1.0710000000;-1.0837500000;-0.8925000000;0.5100000000;27.5000000000;7.0000000000;-12.5000000000
-9.4656000000;-0.4590000000;0.8466000000;3.6337500000;0.4462500000;0.5100000000;28.2500000000;7.3750000000;-13.2500000000
-9.7104000000;-0.5406000000;0.9996000000;4.2075000000;5.1637500000;1.6575000000;29.0000000000;6.6875000000;-13.0000000000
-9.6798000000;-0.5304000000;0.9996000000;4.6537500000;1.5937500000;-0.9562500000;28.2500000000;7.0000000000;-12.5000000000
-9.5166000000;-0.4182000000;0.9690000000;5.3550000000;2.0400000000;0.1912500000;28.2500000000;7.0000000000;-12.5000000000
-9.5778000000;-0.5814000000;1.1118000000;0.1275000000;-1.6575000000;-0.1275000000;27.8750000000;5.8750000000;-14.5000000000
-9.5166000000;-0.5814000000;1.0098000000;2.9962500000;0.6375000000;2.4862500000;28.5625000000;7.3750000000;-12.0625000000
-9.5166000000;-0.5304000000;1.0200000000;6.5662500000;-1.0200000000;-2.4225000000;29.0000000000;6.6875000000;-13.2500000000
-9.3024000000;-0.4692000000;1.0404000000;4.0162500000;-0.6375000000;-0.7012500000;28.5625000000;7.0000000000;-13.2500000000
-9.4656000000;-0.5202000000;1.0710000000;8.4787500000;2.9325000000;1.2112500000;28.5625000000;7.0000000000;-13.2500000000
-9.9144000000;-0.3672000000;1.3770000000;5.9287500000;0.3187500000;-2.1037500000;28.5625000000;7.0000000000;-12.5000000000
-9.0984000000;0.0000000000;1.4076000000;9.4987500000;0.7012500000;-2.3587500000;29.0000000000;6.2500000000;-14.5000000000
-9.6696000000;0.3264000000;1.1526000000;5.1637500000;-2.9325000000;2.5500000000;29.0000000000;6.2500000000;-13.7500000000
-9.6594000000;-0.7242000000;1.0302000000;4.3987500000;-1.7850000000;8.7975000000;28.2500000000;5.8750000000;-13.0000000000
-9.9042000000;-0.5610000000;0.8976000000;3.2512500000;1.0837500000;3.7612500000;28.2500000000;5.8750000000;-13.0000000000
-9.7410000000;-0.6324000000;0.7956000000;9.1800000000;-0.7650000000;2.2312500000;28.5625000000;6.2500000000;-12.1875000000
-9.6492000000;-0.3264000000;0.9282000000;10.4550000000;4.2712500000;3.3787500000;29.0000000000;5.5000000000;-13.0000000000
-9.7410000000;-0.4488000000;0.9690000000;2.4862500000;2.2950000000;0.1275000000;28.5625000000;5.8750000000;-12.5000000000
-9.4656000000;-0.5100000000;0.9792000000;10.3275000000;0.7012500000;-0.1912500000;29.2500000000;5.8750000000;-14.5000000000
-9.4962000000;-0.1224000000;1.0506000000;14.0250000000;4.2712500000;2.2312500000;29.2500000000;5.8750000000;-14.5000000000
-9.4758000000;-0.2856000000;1.3056000000;6.0562500000;-0.0637500000;2.5500000000;29.6875000000;5.8750000000;-13.6875000000
-9.4452000000;-0.3978000000;1.0914000000;7.7775000000;0.8925000000;1.0837500000;29.2500000000;5.1875000000;-12.0625000000
-9.6084000000;-0.2244000000;0.9690000000;5.2912500000;2.2312500000;3.1237500000;29.6875000000;5.1875000000;-12.5000000000
-9.5880000000;-0.0714000000;0.8670000000;5.1000000000;-2.2312500000;4.4625000000;30.0625000000;4.7500000000;-13.0000000000
-9.4452000000;-0.3264000000;0.6222000000;0.0000000000;-3.1237500000;5.4825000000;30.0625000000;4.7500000000;-13.0000000000
-9.6288000000;-0.0918000000;0.7344000000;6.6937500000;6.6300000000;3.5700000000;29.2500000000;5.1875000000;-13.0000000000
-9.7104000000;-0.2142000000;0.9588000000;3.1875000000;3.5700000000;2.0400000000;29.0000000000;4.3750000000;-12.8750000000
-9.6288000000;-0.1632000000;0.7242000000;4.5900000000;3.8887500000;0.7012500000;29.2500000000;4.3750000000;-13.2500000000
-9.4554000000;-0.1122000000;0.8364000000;1.7212500000;3.6975000000;-1.9762500000;29.6875000000;3.6875000000;-13.6875000000
-9.7410000000;0.2550000000;1.0098000000;5.1000000000;4.9725000000;0.3187500000;29.6875000000;3.6875000000;-13.6875000000
-9.2820000000;-0.2856000000;0.7650000000;-4.2075000000;-0.1275000000;-3.0600000000;29.0000000000;3.6875000000;-13.7500000000
-9.5574000000;0.0000000000;0.7956000000;6.7575000000;7.2037500000;0.3187500000;29.6875000000;4.7500000000;-13.2500000000
-9.7818000000;0.1224000000;0.9486000000;-2.3587500000;4.2075000000;-0.8287500000;29.2500000000;3.6875000000;-12.8750000000
-9.5472000000;-0.3672000000;0.7344000000;-1.1475000000;0.3187500000;-1.4662500000;29.2500000000;4.0000000000;-12.5000000000
-9.4248000000;0.0000000000;0.6120000000;2.8050000000;7.3950000000;3.1237500000;29.2500000000;4.0000000000;-12.5000000000
-9.8430000000;-0.1428000000;0.8364000000;-0.8925000000;6.8212500000;1.3387500000;29.6875000000;4.0000000000;-13.2500000000
-9.7818000000;-0.1734000000;0.7752000000;0.2550000000;-3.8250000000;-1.7850000000;29.6875000000;4.0000000000;-12.0625000000
-9.3126000000;-0.3774000000;0.5508000000;0.3187500000;4.6537500000;1.5937500000;29.6875000000;4.3750000000;-12.1875000000
-9.8940000000;0.0204000000;0.7242000000;4.5900000000;4.8450000000;0.9562500000;30.0625000000;4.0000000000;-12.0625000000
-9.5472000000;-0.2244000000;0.5508000000;1.7212500000;-2.6137500000;-0.8925000000;30.0625000000;4.0000000000;-12.0625000000
-9.5982000000;-0.0306000000;0.5712000000;12.4950000000;5.5462500000;3.1875000000;29.2500000000;4.7500000000;-11.6875000000
-9.7512000000;0.0612000000;0.6732000000;4.2712500000;5.6100000000;0.0637500000;29.0000000000;4.0000000000;-12.5000000000
-9.7308000000;-0.0816000000;0.3060000000;10.3912500000;4.8450000000;-2.2950000000;28.2500000000;3.6875000000;-12.5000000000
-9.6084000000;0.5406000000;0.5508000000;25.7550000000;11.9850000000;2.5500000000;28.2500000000;3.6875000000;-12.5000000000
-10.1694000000;0.5202000000;0.6018000000;20.8462500000;17.9137500000;2.5500000000;28.2500000000;3.6875000000;-13.2500000000
-10.0674000000;0.3774000000;0.6936000000;23.0137500000;12.4950000000;5.8012500000;28.5625000000;4.0000000000;-10.8750000000
-9.3636000000;0.0000000000;0.7242000000;23.7787500000;8.1600000000;2.6775000000;30.0625000000;3.2500000000;-12.0625000000
-9.3942000000;0.3366000000;0.7140000000;13.2600000000;5.6737500000;1.2112500000;30.5000000000;2.1875000000;-11.6875000000
