split,source_kind,original_subject,subject,exercise,exercise_label,quality_label,quality_name,source_file,template_file,samples,duration_seconds,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_rms,acc_x_median,acc_x_iqr,acc_x_mean_abs,acc_x_zero_crossings,acc_x_diff_mean_abs,acc_x_diff_std,acc_x_diff_rms,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_rms,acc_y_median,acc_y_iqr,acc_y_mean_abs,acc_y_zero_crossings,acc_y_diff_mean_abs,acc_y_diff_std,acc_y_diff_rms,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_rms,acc_z_median,acc_z_iqr,acc_z_mean_abs,acc_z_zero_crossings,acc_z_diff_mean_abs,acc_z_diff_std,acc_z_diff_rms,gyr_x_mean,gyr_x_std,gyr_x_min,gyr_x_max,gyr_x_range,gyr_x_rms,gyr_x_median,gyr_x_iqr,gyr_x_mean_abs,gyr_x_zero_crossings,gyr_x_diff_mean_abs,gyr_x_diff_std,gyr_x_diff_rms,gyr_y_mean,gyr_y_std,gyr_y_min,gyr_y_max,gyr_y_range,gyr_y_rms,gyr_y_median,gyr_y_iqr,gyr_y_mean_abs,gyr_y_zero_crossings,gyr_y_diff_mean_abs,gyr_y_diff_std,gyr_y_diff_rms,gyr_z_mean,gyr_z_std,gyr_z_min,gyr_z_max,gyr_z_range,gyr_z_rms,gyr_z_median,gyr_z_iqr,gyr_z_mean_abs,gyr_z_zero_crossings,gyr_z_diff_mean_abs,gyr_z_diff_std,gyr_z_diff_rms,duration_seconds,acc_energy,gyr_energy,acc_magnitude_mean,acc_magnitude_std,acc_magnitude_min,acc_magnitude_max,acc_magnitude_range,acc_magnitude_rms,acc_magnitude_median,acc_magnitude_iqr,gyr_magnitude_mean,gyr_magnitude_std,gyr_magnitude_min,gyr_magnitude_max,gyr_magnitude_range,gyr_magnitude_rms,gyr_magnitude_median,gyr_magnitude_iqr,acc_jerk_mean_abs,acc_jerk_std,acc_jerk_rms,gyr_jerk_mean_abs,gyr_jerk_std,gyr_jerk_rms,acc_corr_xy,acc_corr_xz,acc_corr_yz,gyr_corr_xy,gyr_corr_xz,gyr_corr_yz,acc_gyr_corr_x,acc_gyr_corr_y,acc_gyr_corr_z
training,augmented,s12,s12_p1,e6,6,1,normal,ex6_scrt_bno055_20260617_140923_695244.txt,template_times_scrt.txt,566,22.64,6.165604285476324,4.08382983648814,-0.6523580664,10.1517193939,10.8040774603,7.395427123464525,9.0572230636,8.75838981835,6.175909187721908,1.0,0.25659950280938054,0.37576437127081075,0.3757679771444031,-0.26798774143568904,0.3576005300272665,-1.6803842493,1.2631909828,2.9435752321,0.44687310126654933,-0.31058527715,0.45479159565000005,0.3734906575123675,80.0,0.25191565536017696,0.33869518003855625,0.3386953231632894,4.970297123037102,4.0504537529642946,-0.3039259354,12.7917425559,13.095668491300001,6.411710309751482,2.45811507285,8.323131427149999,4.972360090892579,2.0,0.3300999008269027,0.5092130897105914,0.5092130989522367,-0.7119418334750883,6.471133570718822,-36.6963236142,19.1363450688,55.832668682999994,6.510179019376963,0.0316091595,5.31040143555,4.302199624620318,300.0,5.78801947196938,8.169712023164358,8.1697125119012,-0.21344303021395825,42.69223345937071,-154.8674038929,158.9917130981,313.859116991,42.69276701827324,0.37731864275,5.442704040900001,23.047890090758127,184.0,6.000907488824071,9.761370293636682,9.761370294188506,0.36765017266484096,3.7037432429409956,-13.4431361091,25.6104720396,39.0536081487,3.7219458162487498,0.06266051980000001,2.5211577104,2.2323628633348056,222.0,2.1344701275118583,3.134056331590936,3.1340565196906294,22.64,96.0020670032838,1878.9076671999865,9.782613629294438,0.5500341655083903,7.380386610568904,12.802397981460224,5.42201137089132,9.798064451884557,9.756300923432505,0.3435799751996118,24.612293719593033,35.68112477291696,0.2718611732107894,160.66540559298554,160.39354441977474,43.34636855839237,4.97118807433475,32.90196279966253,14.057747669560612,11.15296046624962,17.94460355379198,240.7008254603375,222.41830383920683,327.7297503431716,0.2185572828257239,-0.9697406008968257,-0.24149581071738155,-0.1417397014897611,0.1705032505231319,0.44079740037188003,0.05669572980976301,0.21001289268524903,-0.2207664740288336
training,augmented,s12,s12_p1,e6,6,2,rapid,ex6_scrt_bno055_20260617_140923_695244.txt,template_times_scrt.txt,161,6.44,3.140849011019255,3.347920263095141,-3.8934695114,9.4569104279,13.350379939300002,4.590588480583254,1.1866651607,6.219432728999999,3.288191696545962,4.0,0.6579230255799999,0.9790933217948272,0.97909332422796,-0.4756247331012422,0.7284672637112485,-2.5739106535,2.5425285672,5.1164392207,0.8699904833023069,-0.5631269017,0.8184955445000001,0.720984118106211,42.0,0.6261541745500001,0.8892152718126469,0.8892174914208723,6.946784577760869,5.9216402059767015,-7.9219882296,23.1007104603,31.0226986899,9.128178279309408,9.5945707205,7.6035186332,8.051396811860249,6.0,1.304254339345,2.056164152010701,2.056164238599841,-1.4381230774540372,19.00933742839169,-57.2287513874,53.1514947261,110.3802461135,19.06365934054527,-0.1857500754,15.9179223726,13.171763927547206,53.0,15.007026636898127,21.90087858506009,21.900879962969224,0.4719081082242223,129.70743183012644,-281.8444687279,297.0269830514,578.8714517793001,129.7082902872037,0.0,141.0529127661,94.22986138406274,28.0,23.492051198258746,35.6039161229482,35.60391622414379,-2.17394037549441,19.111180862725718,-65.0762948224,49.181711591,114.25800641340001,19.234428786008138,0.0622631546,14.6216048459,12.714168630741614,42.0,6.833681086071875,9.536778295684348,9.536778326830468,6.44,105.15402473795632,17557.626927405887,9.981043535135436,2.3521893392512894,5.120236794065851,23.43687214935492,18.31663535528907,10.254463649453164,9.711184406525401,1.925529787738176,97.8472706295081,89.35064945349691,0.126815468,300.36818746367004,300.24137199567,132.50519585060007,78.57203020176017,173.38020695947728,44.92651944163325,41.44058564733317,61.12048991895768,799.8060998896893,713.5885800962843,1071.8668103195412,-0.20368603905625782,-0.9214180594920579,0.2822164288703643,-0.5311052581384601,-0.35389880704706883,0.8839159607019268,-0.2158359580084268,0.010886692802032525,-0.10186969390819514
training,augmented,s12,s12_p1,e6,6,3,amplitudine_mica,ex6_scrt_bno055_20260617_140923_695244.txt,template_times_scrt.txt,539,21.56,4.223302929100742,2.8861435774317936,0.0,7.4960787563,7.4960787563,5.115282238596586,6.3856682629,5.971777839,4.223302929100742,0.0,0.17251148585762083,0.24477677155239883,0.24477677162663455,0.1520617088541744,0.4597760253403402,-0.9778898073,1.1508769746,2.1287667819,0.484269301915177,0.2941080105,0.8007043549499999,0.4320064906278293,50.0,0.20675019450799256,0.2873093448595812,0.2873096936590596,8.141625215468276,1.6299852776293395,4.2066270034,13.2941260032,9.087498999800001,8.30318692758613,7.2437044318,2.8708042853499993,8.141625215468276,0.0,0.26658864903457247,0.43620342640381365,0.4362035546260509,-0.02454424742838587,5.121408717841025,-34.9316903492,17.6004475784,52.5321379276,5.121467531407368,0.1909213802,4.2800206986000005,3.355639647465492,284.0,4.231682946594796,5.986317340987534,5.986318006019512,0.09659076112263416,27.649534365401127,-118.3293569732,100.1919409573,218.5212979305,27.649703079755344,0.1260024375,3.19251069065,12.935600468077737,188.0,3.905297543668959,6.683418624978598,6.6834189652774425,0.13511783506419295,1.881884215204302,-6.269475344,13.1217204796,19.3911958236,1.886728657965301,0.0,1.6174302477999998,1.2355431215584416,201.0,1.2902962752226765,1.7737997667678413,1.773800854064632,21.56,95.34354229171635,794.2952551026797,9.74794837323287,0.5666081578154399,6.992868626019389,13.330801257494748,6.3379326314753595,9.764401788728092,9.730539322866749,0.24725883080004962,14.429550402719936,24.20915798366487,0.38217639770393064,119.02190636500507,118.63972996730114,28.18324422600563,3.4002040432646328,7.479326602244955,10.970652959128948,9.359744484606367,14.420819781370408,167.91802698047806,155.19366882317865,228.65156598592324,0.8624802988673189,-0.9240686040880352,-0.8132933771222861,-0.5889917067573023,0.14998950586215654,0.18840175920114605,0.06850495738310536,0.10936488849254111,-0.22616449986305867
training,augmented,s12,s12_p1,e7,7,1,normal,ex7_long_bno055_20260617_165653_093979.txt,template_times_long.txt,1843,73.72,-5.972812926094031,3.118524139185903,-11.1161376396,-1.8419538774,9.2741837622,6.737928988702769,-4.9318394007,6.318327273350001,5.972812926094031,0.0,0.21937356705168296,0.3255026304801693,0.3255026374324896,-0.8945704438336409,0.6293250594547759,-2.4985621417,1.1128732663,3.611435408,1.0937578842863143,-0.9930119291,0.993533557,0.9339671428470971,164.0,0.24146361311373507,0.33131646008468746,0.3313164682108062,-5.874569915970645,3.3272810272449114,-10.0395864839,2.2774080548,12.316994538700001,6.751397687286041,-7.4225823298,6.244656939,5.893698596332665,7.0,0.23053228736579806,0.3174525431306745,0.3174571733004484,-0.17561640930168204,9.94899837406156,-62.1291222475,58.7058990632,120.8350213107,9.950548214560621,-0.0615873802,7.9294461435,6.584937576435594,676.0,6.442401660344245,9.792994089751188,9.792994315136779,0.29658380631117726,31.059785815519867,-81.6953401774,103.2708607455,184.9662009229,31.06120179355807,-0.062095714,8.644979232099999,19.80113287895372,380.0,3.472581287285125,4.984084141801534,4.984085033373978,-0.0077711391181225775,5.935546083431099,-25.254948993,28.8929933637,54.1479423567,5.935551170627497,-0.4298772042,3.8821490377,3.847054116843896,431.0,2.0535672383053205,2.874241663500064,2.8742424455273206,73.72,92.17736409813091,1099.042434329568,9.58719170373221,0.5129515903272135,7.734560233356851,12.062603321484362,4.328043088127511,9.600904337515862,9.589197035490802,0.4341646098533971,22.652644753823783,24.205373783245488,0.26491671914384696,103.89506383508792,103.63014711594408,33.15180891489283,8.228754236046681,39.08473552981819,11.560434826314886,8.010609393389702,14.064619306150359,211.16872187991274,189.83141262585,283.95104211804124,-0.7191225736494523,-0.9356329340643553,0.7579259859061332,0.4658715666625803,-0.24538450715548682,-0.574131398365731,0.05979245966095063,-0.00025145682316545583,-0.03959641879583623
training,augmented,s12,s12_p1,e7,7,2,rapid,ex7_long_bno055_20260617_165653_093979.txt,template_times_long.txt,461,18.44,-7.0487336369603035,3.9503036064827195,-13.7809900611,0.9543041876,14.7352942487,8.080194581085657,-8.5002636945,6.9708785544000005,7.084253323392408,14.0,0.7067584064004349,0.8803941239739398,0.8803941312621515,-1.0421719086633405,0.8144008515663583,-3.4424077814,2.1902425257,5.6326503071000005,1.3226379074557784,-1.0213327289,1.0350121429,1.1240433608629068,58.0,0.6702880547639131,0.8764067028438974,0.8764067092748833,-6.139409954464859,1.6798030308810805,-11.2867814067,-0.4745789669,10.8122024398,6.365068170219347,-6.1911641831,1.7056567763999997,6.139409954464859,0.0,0.5738191878878263,0.7649176662953452,0.7649179816640534,3.1555027276431673,24.557997234389745,-83.762174387,102.3648568866,186.12703127359998,24.75989550923949,1.9939183267,29.5610121465,18.62299387548742,189.0,24.773591099261957,33.947370965647416,33.94738960810518,-0.43138826257440377,100.48680538342347,-171.7396656524,205.1783548964,376.9180205488,100.48773135064356,1.2267018851,184.15401333530002,87.09258658578005,31.0,16.287753337156303,20.62855718416452,20.62855960455499,-0.360389928088503,19.746389444161252,-55.8322035139,53.5986853505,109.4308888644,19.749677895620238,0.3093798453,28.205508055400003,16.093672590407376,56.0,5.9241329423832605,7.5024197247134214,7.502420716192462,18.44,107.55300831398446,11100.88635460832,9.938524191399626,2.962894735043564,3.4609802059428776,16.819065843045472,13.358085637102594,10.370776649508198,10.433909244390344,5.008677248181281,93.62610599083166,48.32223744407819,8.520028432345795,209.17698208735894,200.65695365501315,105.36074389737536,96.32819935775026,84.33782825407096,32.7651762891115,16.01934809623566,36.47158196027317,850.9984881841975,545.1671567848801,1010.6461575292807,0.12991559264260255,0.17215730978724425,0.08475520429833734,0.05608368354566623,0.09738686274183021,-0.6508245360633856,-0.10769454405608946,0.12008331401090029,-0.2452172467756595
training,augmented,s12,s12_p1,e7,7,3,amplitudine_mica,ex7_long_bno055_20260617_165653_093979.txt,template_times_long.txt,1771,70.84,-6.950866899054319,2.198143725317866,-10.5020006944,-3.9110309581,6.5909697363,7.29015682173733,-5.9377448408,4.593141117149999,6.950866899054319,0.0,0.19032773661824862,0.26184730352018887,0.261847312930244,-0.2690400785110672,0.47757755654538103,-1.9701381631,1.2972442882,3.2673824512999996,0.5481449501373682,-0.2121858632,0.69552510785,0.42568692489909654,278.0,0.213466989160678,0.2876315212780388,0.2876315353980067,-5.580454555934501,2.721543536983279,-8.7954582498,-0.717719691,8.0777385588,6.20872549518382,-6.4305794611,5.619515990600002,5.580454555934501,0.0,0.2083085136641243,0.2846393150055221,0.28463942740942894,0.02162944132879725,8.109656873628648,-58.9359723541,52.9232575765,111.85922993060001,8.10968571775285,-0.0624729467,6.121669829,5.172170220030999,805.0,5.806207476236667,8.615427822613666,8.615428184768101,0.07432544934042912,27.56370074084375,-77.1454694226,88.9830036258,166.1284730484,27.563800949854684,-0.0627944844,5.3016306132,15.760300585833145,418.0,3.223007682178023,4.6702872965637585,4.67028735537242,-0.0740389643859966,4.750206618144874,-34.8259999678,21.333800977,56.1598009448,4.750783586242876,-0.2516665321,3.50149746515,3.0595266305637496,427.0,1.8528132558951977,2.6419608279264635,2.6419609138045517,70.84,91.99512164643,848.1000699272493,9.578178516329878,0.5036049600100966,7.571210410763387,11.21220274455248,3.640992333789093,9.591408741495172,9.579768154785596,0.3989180271671895,18.37852134349427,22.590485235027046,0.10889157164478591,90.76314628711084,90.65425471546605,29.12215771414009,5.787833064986551,25.570930488761885,10.230636858829559,6.366417272521901,12.049780057125822,191.37381047574576,166.6186658981903,253.74340417378227,0.5145022496704694,-0.9362478094582936,-0.5151277470415765,0.11666839328131638,0.21252012816147053,0.05879642679117702,0.020737579690407737,0.0033206032442505886,-0.007955029781733344
training,augmented,s12,s12_p1,e7,7,1,normal,ex7_scrt_bno055_20260617_161240_779392.txt,template_times_scrt.txt,546,21.84,-5.1093920834467035,3.312523591534309,-10.5115014009,-1.294758907,9.2167424939,6.089228194677812,-2.89291440535,7.0524244274250005,5.1093920834467035,0.0,0.236771714666055,0.34854773834919994,0.3485521583666331,0.896358134209707,0.4568636243414261,-0.6014061204,2.5265457509,3.1279518713,1.0060726991675555,0.9042840112,0.628159647925,0.908269735987729,22.0,0.34378933578733945,0.4922789240787439,0.4922850898243302,-7.075981063757875,2.8408632368604,-9.9363323768,-1.4558461639,8.480486212899999,7.6249597995796,-8.4934775335,4.524781763949999,7.075981063757875,0.0,0.27208981648880737,0.39894281290640965,0.398943011493236,-0.26770893334047635,11.69059811986524,-67.0015451637,40.0517562919,107.0533014556,11.693662919427211,0.1889293876,9.034897030724999,7.594296646560257,268.0,9.171841280206971,13.297773880572732,13.29778075354423,0.400896320808975,32.82426589645341,-110.2506965077,98.1866358531,208.43733236079999,32.826713961362515,0.0,10.640986334699999,20.159641527525825,162.0,6.044501741202018,8.177171729375448,8.177174403743871,0.8913560887227104,8.93908506315606,-27.8921111294,31.6967509998,59.588862129199995,8.983415689104163,0.25133998479999997,11.075376734325001,6.9562559001527475,241.0,8.564349069557798,10.881705543282365,10.881745102371527,21.84,96.23089422807448,1295.036659417542,9.787918467051796,0.6538702550360638,7.7946162168350925,12.751413313978489,4.956797097143396,9.809734666548044,9.760901257001803,0.42858031756531645,25.413814991545163,25.47890631469602,0.7855179549126826,123.27779723095853,122.49227927604585,35.986617782413816,13.033355501155375,28.983787047643474,14.365163715628958,10.977706313870943,18.079490161241406,402.59372681783594,253.44969480481114,475.7293943721853,-0.39647707667234416,-0.9253107306577771,0.361881774582314,0.45122159204303247,-0.09006396554800006,0.011494081820294632,0.06229152516996065,-0.06592302748368851,-0.013344393157388697
training,augmented,s12,s12_p1,e7,7,2,rapid,ex7_scrt_bno055_20260617_161240_779392.txt,template_times_scrt.txt,150,6.0,-7.708429231354,3.881460922962021,-13.6371910316,2.9692517617,16.6064427933,8.63050520602786,-9.28623427935,5.256344279075,7.775880897123332,6.0,0.8519942409946308,1.133669997358525,1.1336715696351185,1.9447048505726665,1.2760588743781154,-1.114480175,5.8006050226,6.9150851976,2.325984352208759,1.89555650125,1.4200961959249998,1.9971145993686665,14.0,1.0900024149020135,1.4780275784283887,1.4780344321586398,-5.505105017580667,2.815280123667153,-15.113013464,0.5610436018,15.6740570658,6.183201713457776,-5.640398965799999,4.00888413235,5.512585598938,2.0,0.6896995983704699,0.9799281982793692,0.979932840883761,0.6035593896426673,29.518371240663836,-90.6225542467,80.7771457771,171.3997000238,29.52454105720317,0.9392081133999999,33.47301690465,22.633719008126665,72.0,30.74525440902953,38.7983056087405,38.79831205536442,-1.1567711335653341,97.89987097625566,-217.4580962861,186.412740001,403.8708362871,97.90670486040756,-0.3706492826,150.92101040215002,78.42785398335066,17.0,18.367776777087922,25.386971986972043,25.386989490382128,0.9214082375446663,14.282927915207138,-46.6676433678,40.6860386421,87.3536820099,14.312617614231803,0.9348038303499999,14.806306691625,10.886039996192666,54.0,10.842129446634228,14.458894497687153,14.459017094411603,6.0,118.12780674730116,10662.272404232648,10.266706150595274,3.5668685936869604,1.2415929116572595,18.910812726126796,17.669219814469535,10.86866168151816,10.0262016614509,4.468312529502489,86.63276959335839,56.187504276455684,4.239906300454817,218.23635562703447,213.99644932657966,103.25828007589826,82.82164165441999,97.63582438157088,44.69094541879625,27.776073552684956,52.619301253722384,1037.4670770987982,630.8380989626108,1214.205354611272,-0.5544207471286037,0.23846048850532278,-0.3700250661505109,0.5042897614550704,0.018747740434079792,0.11304757306955888,-0.05536109903757159,0.06758407414137362,-0.4111892032420479
training,augmented,s12,s12_p1,e7,7,3,amplitudine_mica,ex7_scrt_bno055_20260617_161240_779392.txt,template_times_scrt.txt,509,20.36,-6.6013863196392935,2.157270660196503,-10.3839398026,-3.3981609602,6.9857788424,6.944934703974218,-5.2424628943,4.4377835197,6.6013863196392935,0.0,0.21136170810059055,0.2834090168369136,0.2834106807951462,1.60959402015501,0.4725528975089568,-0.0502932782,3.4364021351,3.4866954132999997,1.6775276899839469,1.6068166549,0.592785312,1.6097916361793716,2.0,0.316368117192126,0.4690511145169119,0.46905530973580817,-6.235650875737131,2.4242319854057564,-8.9396965007,-1.2423885053,7.6973079954,6.690309601441894,-7.1827008831,4.364903921500001,6.235650875737131,0.0,0.23681470175728347,0.326317516105416,0.326325099678335,0.0932912267416503,11.029026926207889,-73.8179937305,36.9628304812,110.78082421170001,11.02942148038625,0.4392775384,9.7200782781,7.399104339089783,202.0,8.654976188909057,12.821077045709163,12.821107651346829,0.23848017739567842,27.165624875994272,-100.2446874595,91.7590918514,192.0037793109,27.16667163452766,0.1252303233,13.199228718899999,16.77065542664558,144.0,5.822655947993701,7.604347729972842,7.604348002604805,-0.6398895558166993,8.837382260890493,-29.1840007642,38.8488412158,68.03284198,8.860518261859474,-0.9864957095,10.8952118005,6.930130872574656,214.0,8.765998254766142,11.087041225034195,11.087051929052265,20.36,95.80645975627392,938.1849697590006,9.77282933359193,0.5461378697353021,7.559534078838631,11.97529742632045,4.415763347481819,9.788077429008922,9.778376154532687,0.3939932060440867,22.316310386262966,20.980163500387032,0.8550029459967011,113.0483113811513,112.19330843515459,30.629805251731533,14.119326207817435,20.710938091565247,12.849404038653546,9.442294266440651,15.945661013662118,398.2571528091082,238.95032800754012,464.44162067856104,-0.08407617536277656,-0.9293734669624296,0.059605044063192066,0.55541677427617,0.1781643436017001,0.3285059966511334,0.01705121346276851,0.05734667495631808,-0.06474584667039553
training,augmented,s12,s12_p1,e7,7,1,normal,ex7_scrt_v2_bno055_20260617_164227_962207.txt,template_times_scrt.txt,546,21.84,-5.812485067921428,3.440823826067884,-10.1503714325,-1.1026474964,9.0477239361,6.754572619111146,-6.28434688475,7.4864097333,5.812485067921428,0.0,0.2672765629816514,0.3508636618692675,0.35110470020812573,0.5540459370941391,0.6721220695360864,-0.8308920196,2.5687743285,3.3996663481000002,0.8710424655365515,0.402951524,1.0108620888000002,0.6530823940307693,113.0,0.327998263427523,0.43598364810105994,0.435991465035234,-5.435745415105495,3.853430837568318,-9.8177196948,1.3854561251,11.203175819899998,6.663051661045626,-6.7609747453499995,7.918581241775,5.607605340494506,3.0,0.24486390439963301,0.33209085282257605,0.3326257081954306,1.5467237365901094,11.461566268351486,-94.2960934565,38.5522244774,132.8483179339,11.565459594894788,0.7760751956,9.3133651204,7.69783381227216,213.0,7.733903508041837,11.545904207085139,11.545913334473141,3.6823217166336994,26.843293771866453,-82.2772434459,70.2986386234,152.5758820693,27.094684234135602,1.6478373236000001,15.92449248765,18.249039353654208,124.0,4.316075820662202,5.7937661732658325,5.7937684579743465,0.7890448339767399,4.728636350893092,-14.6617667639,14.6262973162,29.2880640801,4.794016425609421,0.37646938325,4.71798429795,3.5053872059423075,170.0,2.4693402351728437,3.2876810748354117,3.2876810768790654,21.84,90.77922368137688,890.8643628776731,9.519212210384284,0.40475001550044115,8.117979379698946,11.687587675848091,3.569608296149145,9.52781316364762,9.532062109141222,0.39968841591813664,21.57609049878159,20.62369224135339,0.7280664033936539,110.5928831152472,109.86481671185355,29.84735101944012,11.468309124189034,32.443175394021154,13.992450930820759,8.319443977891359,16.278876839410618,257.4804328419678,211.5579667323362,333.24607512228465,-0.4642765713225523,-0.9293968409343536,0.2812791244996987,0.5694787489568203,0.17230691473665297,0.1566688607326265,-0.0864991766471322,0.0515509392580825,0.08672476379383727
training,augmented,s12,s12_p1,e7,7,2,rapid,ex7_scrt_v2_bno055_20260617_164227_962207.txt,template_times_scrt.txt,150,6.0,-8.857420889435332,1.3073977418919132,-9.7665046582,-3.7188708278,6.047633830400001,8.953390065673979,-9.31611575405,0.31103728694999866,8.857420889435332,0.0,0.2358980395697986,0.33675980589664484,0.33884659751005064,1.1632898079513332,0.38088228474135444,0.3468725867,2.8898440368,2.5429714501,1.2240565722683099,1.071613906,0.3155208865500001,1.1632898079513332,0.0,0.26046278378053694,0.3740532728161681,0.3740577147958383,-2.332826300562667,2.09000226005312,-8.5681696185,-0.8171410663,7.751028552200001,3.1321219637210884,-1.3150441123499998,1.236930961775,2.332826300562667,0.0,0.17832856177315434,0.2552369239025708,0.25966678000292365,-2.9453378457360007,8.425775082321401,-57.5362624154,11.3745456222,68.9108080376,8.925732505704671,-0.82756720485,6.9956273814,5.193900597848,77.0,6.793639115897986,10.610884550943618,10.610958797539864,-9.321754097212667,16.231829979443578,-55.5361474982,4.0657350024,59.6018825006,18.71810364140728,-0.8513879662,17.0006467869,10.479770744784666,46.0,2.7514444509630875,3.7316475264565545,3.735189320714792,-1.6443438073346666,3.1680020228404593,-15.4473333696,5.3563973671,20.8037307367,3.5693281403425368,-0.86496790005,2.0664480048,2.116644275102667,46.0,1.8255840907718117,2.7639597964125966,2.76398324171094,6.0,91.47169615584677,442.77620806729846,9.560123877720855,0.2751864794612852,8.839559799997815,10.96337596662501,2.1238161666271953,9.564083654791334,9.549253910779115,0.2602712341838398,12.856750272414907,16.657736355821513,0.3703907472988833,73.79788382312925,73.42749307583037,21.042248170461693,4.080332108065553,19.09679191783509,11.301136016369659,8.581154746839502,14.189851727544358,207.03833977676956,202.48439848093182,289.5942087917261,-0.11619605609312991,-0.9188715755668854,-0.17367549830673787,0.5880758911711548,0.35350915826713525,0.620293845371556,-0.4097262030375344,-0.47291510036499174,0.3617604215855564
training,augmented,s12,s12_p1,e7,7,3,amplitudine_mica,ex7_scrt_v2_bno055_20260617_164227_962207.txt,template_times_scrt.txt,509,20.36,-6.906443730397642,2.909343198142468,-11.1851512616,0.5384551162,11.7236063778,7.494213957829516,-8.5353351141,5.2528242504,6.908794297004715,4.0,0.32726846411909444,0.4787075160987704,0.47885689926354746,1.3731509415974459,0.6700793888162981,-1.0134751141,4.0743318945,5.0878070086000005,1.5279233932780714,1.2915709951,0.3976079282,1.3966218522756384,18.0,0.4183870845507874,0.6510615100975662,0.65106593836761,-5.045623528043026,2.9985301475112744,-8.9808289512,-0.371633532,8.609195419199999,5.869369628186262,-5.9622744836,6.3653679768,5.045623528043026,0.0,0.2682656968440945,0.40880058321693175,0.4088242540613578,0.4737999852092334,18.819223568210315,-93.4481412231,65.6190450166,159.0671862397,18.825186908401918,0.189587427,7.8896417786,11.383081700961293,193.0,8.810069700615355,13.757574594567627,13.757811053829554,1.9939771143072678,51.46005242370958,-147.4754771042,133.1133070804,280.5887841846,51.4986693049764,0.3780135203,11.4992554045,31.758641262838896,108.0,5.924096406654921,9.415982003571628,9.418004088194952,0.15963618740039293,8.977271897537781,-31.7069156907,41.7135926555,73.4205083462,8.978691131487336,-0.3107925653,3.8212829539,5.248807061070334,156.0,2.9400047745555122,4.603236655393559,4.603801543984285,20.36,92.94729257372846,3087.1174967542347,9.560885588432738,1.2396609772948426,5.124601109015047,13.480682878695138,8.356081769680092,9.640917620938811,9.553020824337363,0.5449084891962954,35.558436640272525,42.693267390233316,0.365077735567766,159.01676479360233,158.65168705803458,55.5618348936951,9.835163861049407,61.563913156378035,17.07716260601465,14.868609646416111,22.642990868914893,308.9215515056867,302.57139103754764,432.41412055930505,-0.45449387856167817,-0.7384375597866805,-0.022246767397391176,0.8199188727185813,0.5544848821274011,0.6360863655142002,-0.02160675004623337,-0.05508222367047168,-0.04201243993146804
training,augmented,s12,s12_p1,e7,7,1,normal,ex7_scrt_v2_bno055_20260617_164227_962207.txt,template_times_scrt_v2.txt,619,24.76,-5.458326385655573,3.3381108607160197,-10.1503714325,-1.1026474964,9.0477239361,6.398149033179369,-4.8402752593,7.28247147575,5.458326385655573,0.0,0.26063543739077677,0.3515913805409652,0.3515925110334207,0.6677147048602584,0.6501609693613097,-0.5127966667,2.8898440368,3.4026407035,0.9319614869550459,0.5126992445,1.0014062395,0.7112380547054927,110.0,0.33443893468592234,0.4439626209843579,0.44396777496019646,-6.10973815282294,3.4445505603440916,-9.8177196948,0.7234211715,10.5411408663,7.013831253945811,-7.8356201729,6.538915690850001,6.133087639884006,3.0,0.2514853974703884,0.33811943828611096,0.33813282998718297,0.2911154281983846,11.643639125696627,-94.2960934565,38.5522244774,132.8483179339,11.64727780565006,0.061858955,9.7202935955,7.7245462066823904,256.0,8.14232333876343,12.000034512739882,12.000034689552743,0.4793528901373183,27.125032811154632,-82.2772434459,70.2986386234,152.5758820693,27.129268036559676,0.310601428,17.6857677597,18.61401394305493,129.0,4.149906982290777,5.607845987056058,5.6078550705183545,0.235410859398223,4.782657250208475,-15.4473333696,14.6262973162,30.0736306858,4.788447414945089,-0.1899335116,4.45355529075,3.445830229351373,189.0,2.439472129880097,3.2994965209221236,3.299498230178923,24.76,90.99869212276862,894.5854931271813,9.530868044302602,0.40155503341399423,8.117979379698946,11.687587675848091,3.569608296149145,9.539323462529648,9.542003066968126,0.41294122767320474,21.839920926061556,20.435345533427114,0.26889729539328805,110.5928831152472,110.32398581985392,29.909622082653957,13.450445092401068,32.22002712727287,14.121478439432158,8.514423219913342,16.48974093438544,263.7474719255085,216.55714213863746,341.2619591433404,-0.6689233625098919,-0.940730145902071,0.5665238180619003,0.5892310538521144,0.22490314651738627,0.24346298133202476,-0.03474874712832458,-0.06955561660462238,0.05722947474038653
