split,source_kind,original_subject,subject,exercise,exercise_label,quality_label,quality_name,source_file,template_file,samples,duration_seconds,acc_x_mean,acc_x_std,acc_x_min,acc_x_max,acc_x_range,acc_x_rms,acc_x_median,acc_x_iqr,acc_x_mean_abs,acc_x_zero_crossings,acc_x_diff_mean_abs,acc_x_diff_std,acc_x_diff_rms,acc_y_mean,acc_y_std,acc_y_min,acc_y_max,acc_y_range,acc_y_rms,acc_y_median,acc_y_iqr,acc_y_mean_abs,acc_y_zero_crossings,acc_y_diff_mean_abs,acc_y_diff_std,acc_y_diff_rms,acc_z_mean,acc_z_std,acc_z_min,acc_z_max,acc_z_range,acc_z_rms,acc_z_median,acc_z_iqr,acc_z_mean_abs,acc_z_zero_crossings,acc_z_diff_mean_abs,acc_z_diff_std,acc_z_diff_rms,gyr_x_mean,gyr_x_std,gyr_x_min,gyr_x_max,gyr_x_range,gyr_x_rms,gyr_x_median,gyr_x_iqr,gyr_x_mean_abs,gyr_x_zero_crossings,gyr_x_diff_mean_abs,gyr_x_diff_std,gyr_x_diff_rms,gyr_y_mean,gyr_y_std,gyr_y_min,gyr_y_max,gyr_y_range,gyr_y_rms,gyr_y_median,gyr_y_iqr,gyr_y_mean_abs,gyr_y_zero_crossings,gyr_y_diff_mean_abs,gyr_y_diff_std,gyr_y_diff_rms,gyr_z_mean,gyr_z_std,gyr_z_min,gyr_z_max,gyr_z_range,gyr_z_rms,gyr_z_median,gyr_z_iqr,gyr_z_mean_abs,gyr_z_zero_crossings,gyr_z_diff_mean_abs,gyr_z_diff_std,gyr_z_diff_rms,duration_seconds,acc_energy,gyr_energy,acc_magnitude_mean,acc_magnitude_std,acc_magnitude_min,acc_magnitude_max,acc_magnitude_range,acc_magnitude_rms,acc_magnitude_median,acc_magnitude_iqr,gyr_magnitude_mean,gyr_magnitude_std,gyr_magnitude_min,gyr_magnitude_max,gyr_magnitude_range,gyr_magnitude_rms,gyr_magnitude_median,gyr_magnitude_iqr,acc_jerk_mean_abs,acc_jerk_std,acc_jerk_rms,gyr_jerk_mean_abs,gyr_jerk_std,gyr_jerk_rms,acc_corr_xy,acc_corr_xz,acc_corr_yz,gyr_corr_xy,gyr_corr_xz,gyr_corr_yz,acc_gyr_corr_x,acc_gyr_corr_y,acc_gyr_corr_z
training,original,s2,s2,e7,7,2,rapid,template_session.txt,template_times.txt,57,2.28,-5.869646859649122,6.320897716493393,-13.575946,3.226096,16.802042,8.625920368248261,-9.06405,12.749012,7.386235701754385,2.0,0.8777567321428572,1.1739731349438736,1.1739817222066855,-0.8581655789473684,1.3234677801098826,-3.148734,1.341362,4.490096,1.5773443269873109,-0.925198,2.420189,1.3455883859649123,10.0,0.4886450178571428,0.6454033993177111,0.6454051048898751,-6.179272263157894,2.752995268481768,-10.052794,-0.194824,9.85797,6.764790362643582,-6.304578,4.525083,6.179272263157894,0.0,0.943057625,1.2299976040270857,1.2301164775260613,0.09497828070175439,0.5481550140517385,-1.507517,1.873447,3.380964,0.5563225622200874,0.109,0.498722,0.4045310877192983,16.0,0.3443129285714286,0.4967592684365356,0.4967986651311288,-0.016280175438596518,2.178748551700531,-3.801918,4.32499,8.126908,2.1788093757025813,-0.056089,2.058282,1.6066084561403509,4.0,0.32279053571428573,0.41010423150070735,0.41010505730091373,0.17895664912280704,0.7197137757553709,-1.119886,2.343607,3.4634929999999997,0.7416288837938526,0.034445,0.541756,0.4644724736842105,9.0,0.20545821428571426,0.28448726734837476,0.2844890801792123,2.28,122.65690597575474,5.606718490161912,10.375535956005221,3.8736493906131386,3.3448966867958716,16.689638448397076,13.344741761601204,11.075057831711522,10.312561964989495,6.126239410118563,1.8193077553927364,1.515532177596291,0.04235409649608878,4.895126430001783,4.852772333505694,2.3678510278651212,1.4943284348184638,2.767626819986185,39.40777165468415,22.682749983661136,45.46954600179121,14.87205394732363,9.422192110308796,17.605558576076753,0.6895391982280865,-0.010576898405262936,-0.237086913050868,-0.3262944334524352,-0.45949330583475223,0.8347340136102867,0.3810938941614541,0.46161282867058506,-0.14455095176309857
training,original,s2,s2,e7,7,3,amplitudine_mica,template_session.txt,template_times.txt,100,4.0,-6.23566051,2.8592932321923983,-11.521031,-3.65422,7.866811,6.859957710047104,-4.0383890000000005,5.56268875,6.23566051,0.0,0.2875539292929292,0.4931426529546489,0.4931448495321131,-1.0628446200000001,0.8384828498590389,-4.159719,0.146666,4.306385,1.3537696169476845,-0.6794074999999999,1.1410755,1.06577794,2.0,0.25138041414141415,0.4931071599179895,0.4931322063767792,-6.591554229999999,2.9658725922501152,-14.913247,1.568795,16.482042,7.228069410326059,-7.931431,4.052846499999999,6.648196769999999,2.0,0.6475786565656566,1.7341407694067843,1.7341470100634986,0.06360642999999998,0.4463692558157933,-1.722863,1.791286,3.5141489999999997,0.4508783544093573,0.035976499999999995,0.21816375,0.27818433,30.0,0.20599533333333336,0.4210013188622197,0.42100622157477274,0.013267740000000002,1.0156951989519554,-2.401494,2.361953,4.763447,1.0157818516289607,0.0265675,0.1225705,0.5904758999999999,10.0,0.14440864646464646,0.27608973238044276,0.27608981438036767,0.04544133,0.3700829360492606,-1.264845,1.187229,2.452074,0.37286229901534695,-0.0017469999999999999,0.0966915,0.20277399000000002,30.0,0.09847215151515151,0.14891253647905695,0.14891261116436003,4.0,101.13669935989668,1.37413035460066,9.947683591999004,1.4765806829870434,7.078332216379434,17.771203079016654,10.692870862637221,10.056674368790942,9.73215731996472,0.5980669758543957,0.7595566769355564,0.8928628165195787,0.021207486107504586,2.5309839356681025,2.509776449560598,1.1722330632603144,0.18190391291512858,1.3793937578681017,20.902150595430356,41.792622172428445,46.728183867569776,7.670779985731737,10.650745426666045,13.125518798628503,0.7142740086713958,-0.7111569684794516,-0.5385633996945322,0.05695834377270886,-0.035564457078390434,0.6887309738936589,0.060141310884307665,0.49655504751113183,0.07851217374936771
training,original,s2,s2,e8,8,1,normal,template_session.txt,template_times.txt,104,4.16,-2.8969707211538465,4.376328568814243,-17.974272,0.662563,18.636834999999998,5.248303640362509,-0.1764015,7.327010250000001,2.992501951923077,10.0,0.5188356990291262,1.3037308717365563,1.3037310047420063,7.9831115384615385,2.7999082242513835,0.735499,11.144457,10.408957999999998,8.459879189429852,9.432511,2.782127,7.9831115384615385,0.0,0.778668640776699,1.4017490719958443,1.401759623239451,0.6110896538461539,2.6942498422616667,-13.699027,3.763761,17.462788,2.7626821709282496,2.0715605,3.688053,2.3712363076923073,2.0,0.5720402038834951,1.5825540525552069,1.5825653540254687,0.048640057692307684,0.8446491745770596,-3.30176,2.877407,6.179167,0.8460485112131687,0.036134,0.26463325,0.4329394423076923,28.0,0.24111414563106795,0.40477377969685,0.4047737848412478,0.04598100961538461,0.3728402552554021,-1.201812,1.318844,2.520656,0.3756648894748662,0.023148000000000002,0.07992700000000001,0.20072877884615384,23.0,0.1202824077669903,0.23805786140922802,0.23806313442621677,-0.014531971153846182,1.4976199579505596,-4.269815,5.459436,9.729251000000001,1.4976904608888486,-0.0266635,0.144013,0.7120451826923078,27.0,0.2778944077669903,0.6251892574498087,0.6251946497476817,4.16,106.74665977875549,3.0999989091476348,10.047520627970083,2.4070706282265855,3.6706344587944195,25.197950640906534,21.527316182112113,10.331827513985871,9.812955111482754,0.6870071887850937,0.9230819448229156,1.4993060502411033,0.02205413466903655,6.245887430108391,6.223833295439355,1.7606813763846185,0.203470596429436,0.5842132970071006,30.69964244940458,53.97458197729345,62.09447275035721,11.38866631766079,15.887523999758347,19.547765584278903,0.5707771583128886,0.9279018215393147,0.347450979264917,-0.8162768971714062,-0.7360126110584586,0.7607635001063672,-0.06747464981811437,0.03236620183247485,0.00035405573699933383
training,original,s2,s2,e8,8,2,rapid,template_session.txt,template_times.txt,51,2.04,-5.77674094117647,4.763589428030334,-13.019657,1.020246,14.039903,7.487490910866389,-8.311083,9.300365499999998,5.9891326274509815,4.0,1.2761401799999998,2.405146513066492,2.40514653117999,6.256976078431373,4.486360357000333,-3.077438,21.450481,24.527919,7.69916741595652,5.725406,5.889184499999999,6.377659921568627,2.0,2.4351775399999998,4.3205316120574295,4.320532818897,0.34888866666666674,3.2064188257252972,-4.372214,5.911527,10.283741,3.225344165774257,-1.019359,6.315659,2.829435098039215,2.0,0.7302963800000001,1.0239665818770316,1.023991805109914,0.047242588235294126,1.5464789218653867,-4.017195,4.123664,8.140858999999999,1.547200348344421,0.102401,0.5779805,0.9944786666666667,9.0,0.53791322,0.7422860211631095,0.7422894074456,-0.025130823529411768,0.27352660715254123,-0.704041,0.801323,1.5053640000000001,0.27467865427012533,0.025167,0.34736599999999995,0.20954419607843136,16.0,0.22553852,0.28084021218105926,0.2808440084437622,0.003587882352941186,2.2903726842024317,-4.311919,6.495379,10.807298,2.290375494420168,-0.091447,1.024005,1.4552863529411764,8.0,0.55657828,0.853591339859616,0.8535915995522918,2.04,125.7425440269274,7.715097186469177,10.470928344135595,4.012755118233007,3.11339265495472,21.75526451452827,18.641871859573552,11.213498295667032,9.84024508421396,2.8126856086538687,1.906497705720222,2.019991011007897,0.04114776912543376,7.52190916282841,7.480761393702976,2.77760637716527,0.759950286126665,3.224699447268314,78.23177826582346,99.08315662718837,126.24453674452971,22.912553726292728,18.001898356398048,29.13852197168445,0.025751585837641384,0.9105850868705504,-0.12053816933252598,-0.3808638378143633,-0.7870784082111042,0.21347405045974288,0.22629842501562783,-0.24540779529195877,-0.20936150680862306
training,original,s2,s2,e8,8,3,amplitudine_mica,template_session.txt,template_times.txt,92,3.68,-6.032237445652174,2.139978037494825,-10.600797,-3.899184,6.701613,6.400577677185745,-4.5145145,4.436217250000001,6.032237445652174,0.0,0.29887506593406593,0.4615318631045739,0.4615319140667294,6.907070304347827,2.340775895269868,0.81344,9.495221,8.681781,7.292931645167122,8.2021675,3.100503999999999,6.907070304347827,0.0,0.5768007032967033,0.8941041630863,0.8941054267170752,-1.6529894347826086,0.7034154099328706,-4.999174,-0.581133,4.418041,1.796431827382814,-1.3972375000000001,0.73089775,1.6529894347826086,0.0,0.4059974505494506,0.6791009949345412,0.6791607952348737,-0.02363832608695652,0.49192626770719255,-1.535013,2.000309,3.535322,0.49249388150567086,0.0032830000000000003,0.14456724999999998,0.25819106521739127,34.0,0.21167919780219782,0.35966236447260724,0.3596662934198653,-0.028510032608695647,0.18337704741860777,-0.700382,0.554971,1.255353,0.185580072958589,0.0127055,0.069922,0.09906481521739129,17.0,0.06660034065934066,0.12422879588009139,0.12423420511333767,0.002335467391304359,0.8610247653166905,-2.676443,1.815766,4.492209,0.8610279327040428,0.0242365,0.25672825,0.49978548913043475,14.0,0.14818776923076923,0.22417958501940366,0.2241817252648268,3.68,97.38141389320245,1.0183592876964347,9.834507698165382,0.8147835466725395,7.776297086142864,12.577889999526986,4.801592913384122,9.868202161143763,9.787842862858145,0.5683864249195789,0.6057712659709372,0.8070938365644994,0.01601531195450154,2.962914228678583,2.946898916724081,1.0091378933012252,0.16457821594777655,0.7510950667658123,21.673409774409127,21.244365452572993,30.348966287699653,7.378805371918442,8.213426368551898,11.041156706988453,0.8530531659162782,0.7266700443432806,0.522020084617138,-0.1243081911807813,-0.4269804673260883,0.4787691888589315,0.26001051490607113,0.11140646886629207,0.05417545762826662
training,original,s3,s3,e6,6,1,normal,template_session.txt,template_times.txt,131,5.24,3.092737908396946,7.702703554124005,-10.001809,9.189264,19.191073,8.300401786223972,8.964597,15.567378,8.003053175572518,2.0,0.33427468461538457,0.6341555293124457,0.63415564249725,-4.1362076412213735,0.7879489920182144,-6.924429,-2.801641,4.122788,4.2105910826534325,-3.843035,0.6787979999999996,4.1362076412213735,0.0,0.20332241538461543,0.3168761242190695,0.31688923255460444,2.2141536564885493,2.8478171352819315,-2.861442,8.976279,11.837721,3.6072896820947165,0.450101,3.9358890000000004,2.3919025267175575,4.0,0.36481676923076917,0.6073839547669935,0.6074496453782056,0.009066740458015268,0.2060087587956591,-0.813181,0.513429,1.32661,0.20620818238629882,-0.00065,0.1447305,0.1315202366412214,44.0,0.10062705384615386,0.15657685137800542,0.1565802161503809,-0.0015745801526717825,1.613914689849625,-3.538261,3.582125,7.120386,1.6139154579515833,0.032371,0.2324235,0.9561897404580152,9.0,0.12003956923076921,0.1974657405498468,0.19746589358983177,0.07026012213740458,0.6123655399462268,-1.091424,1.826225,2.917649,0.6163830296791086,-0.011395,0.154136,0.35861235114503814,16.0,0.059381707692307696,0.09684833595243636,0.09685014424571284,5.24,99.63828592861772,3.0271729591745262,9.901436634000591,1.2648472285176446,6.85267919606558,13.374702845874147,6.522023649808567,9.981897912151663,9.832768836203005,0.22844403178009642,1.0617637113827474,1.3783434914292085,0.02265195252069896,3.9271760520838637,3.9045240995631647,1.7398772827916704,0.18073036778029308,2.0286722712992042,15.496761144521724,17.452218102895987,23.339441353241696,4.806392256700671,4.738660360594454,6.749541357628779,0.5099438759874694,-0.8073773712682584,-0.6989749734158996,-0.06336853800799647,-0.01894881361275299,0.9347795852377865,-0.28892242602797674,-0.3404049451284676,0.037635938496152654
training,original,s3,s3,e6,6,2,rapid,template_session.txt,template_times.txt,75,3.0,-2.43687952,7.7460055636451,-12.491693,9.616233,22.107926,8.120282260304519,-7.046753,15.520766499999999,7.658490613333333,2.0,0.6557329189189188,1.005499427881071,1.0055174666173603,-4.369098053333333,1.5208247994963513,-10.498792,-2.283009,8.215783,4.626221554400982,-3.684649,2.1136005000000004,4.369098053333333,0.0,0.610163527027027,0.9596331443298229,0.9596444255497394,2.4275012400000002,3.8848641180428256,-4.775207,9.605719,14.380926,4.580931290235448,2.364696,6.002603000000001,3.9155648666666667,2.0,0.8727258918918919,1.3027073341070663,1.3027073657454329,0.04730648000000002,0.44802202699353555,-0.796793,1.927481,2.724274,0.4505126410228537,0.020568,0.483641,0.32943456,19.0,0.25869299999999995,0.38595944975981505,0.38596061208037724,-0.0877102133333333,2.332374796626324,-4.497812,4.049191,8.547003,2.33402340893588,-0.00789,2.455209,1.7148580800000002,4.0,0.24422367567567566,0.32560763252392544,0.3256076936987789,0.17486905333333336,1.1674817158341668,-1.548379,2.949555,4.497934,1.1805052912294747,-0.013025,1.168927,0.8423658266666667,5.0,0.13696059459459461,0.20536286030189987,0.20536540344133336,3.0,108.32584134327871,7.044219655802841,10.131401533529743,2.3833892484589807,4.939876325813329,17.815832158608618,12.875955832795288,10.40797008754727,10.01777685500321,1.7192553554275243,2.0247840445358563,1.7159455786230111,0.03806985948227285,4.760952829512282,4.722882970030009,2.6540948844762204,1.7574545373255037,3.5888277471806056,35.60289777741259,31.63189797983263,47.62502808351331,10.586980773608314,8.581457268535296,13.62811691879877,0.5217200560307707,-0.7752426474535604,-0.7580448969080492,-0.08236014205909134,-0.11813036360071426,0.9448396323360442,-0.29987212188814877,-0.1619929754060697,-0.01717759391292133
training,original,s3,s3,e6,6,3,amplitudine_mica,template_session.txt,template_times.txt,115,4.6,-1.8545870260869566,4.576355720880127,-10.225466,1.74489,11.970356,4.937866413883868,1.413615,8.8291845,3.633645008695652,2.0,0.26382967543859653,0.4876893519966342,0.4876896403782373,-4.3920679739130435,0.6557889182240626,-5.82958,-2.252227,3.577353,4.44075671397771,-4.658625,0.49749899999999947,4.3920679739130435,0.0,0.2417955789473684,0.3738526561081687,0.37385302298870005,7.003027773913044,2.0078129083442144,1.548254,8.638227,7.0899730000000005,7.28517060041226,8.164559,2.3083915,7.003027773913044,0.0,0.30973284210526314,0.5075886420454888,0.5075926686902997,0.011616486956521737,0.20722905500920077,-0.8257,0.666207,1.4919069999999999,0.2075543880750715,0.010293,0.1185365,0.12675554782608697,32.0,0.10269307894736843,0.1592235446863741,0.15922354549822812,0.02075486956521737,1.086634972086439,-3.044761,2.502023,5.546784,1.0868331643688305,0.015066,0.11124500000000001,0.5929065565217391,16.0,0.11083480701754386,0.19325549784219473,0.19325721679364152,-0.005605521739130435,0.39054921790289443,-1.089114,1.18157,2.270684,0.3905894436342724,-0.017361,0.055834499999999995,0.21541002608695656,13.0,0.05803741228070176,0.0940075662648447,0.094013548026335,4.6,97.17655559121158,1.3768452646597131,9.793866953401011,1.1210377738021107,6.354918778902607,12.78654964920975,6.431630870307143,9.857816978987364,9.769595385239299,0.28251752302857014,0.6719275189577277,0.9619556507069468,0.005894872856983431,3.2057589181200132,3.1998640452630296,1.1733904996460953,0.12202135755678184,0.9508956637148628,13.47551466846471,14.67809576610187,19.925761990419968,4.542382097481617,4.9070013950169,6.686695582290201,-0.5044716014010047,0.8294509946212703,-0.8010073327317745,-0.490883315727317,-0.49701414804303784,0.9585215459401634,-0.08044705196462153,-0.011146819584124775,-0.03853992562346378
training,original,s3,s3,e7,7,1,normal,template_session.txt,template_times.txt,151,6.04,-1.2766906158940396,5.091817382452458,-11.059873,2.929278,13.989151,5.24943265362619,2.32416,10.068252999999999,4.22954342384106,2.0,0.23739814000000006,0.4108151883743368,0.4108210079798987,-3.050680966887417,0.7149218639834857,-6.285815,-1.25691,5.028905,3.1333317145381794,-3.294478,0.8766979999999998,3.050680966887417,0.0,0.25338081999999995,0.4740794748742088,0.4741045018877238,-7.652632437086092,2.058215874323044,-9.91028,-1.700387,8.209893000000001,7.924584266853221,-8.785158,2.0089355000000007,7.652632437086092,0.0,0.44806219999999997,0.7844042278868133,0.7844555502557768,-0.017715456953642378,0.43832962984759266,-1.753762,1.374095,3.127857,0.4386874762486433,0.014144,0.2090935,0.25924655629139076,37.0,0.17825609333333334,0.2992844185594949,0.2992924991125126,0.0030137152317881518,1.0020114621951133,-2.732291,2.619645,5.351936,1.002015994308418,0.010225,0.058619,0.5419121125827815,26.0,0.09143568666666665,0.15861338985547932,0.158613475698147,0.06654896688741721,0.2126755096799069,-0.269957,0.888466,1.158423,0.22284442423222245,0.007699,0.094292,0.11683782781456951,32.0,0.055913739999999996,0.09501891794369302,0.09501947231681865,6.04,100.17334662074528,1.246142392078682,9.892479224622026,1.5205924540016853,5.122432677298648,14.735772274827337,9.61333959752869,10.00866357815794,9.838224156249998,0.34497878540289406,0.6650904550909335,0.8965473097531536,0.016381431866598233,2.937197730803631,2.9208162989370328,1.1163074809740738,0.13689179991876796,1.0921809562196332,16.005259509902096,19.349582658096626,25.11124610651222,5.849174553119992,6.568027961879059,8.794989156382835,-0.5755354216920734,-0.6027397179853419,0.4994497403774232,0.29705015323353845,-0.1031710249078905,-0.4593945164380781,0.33616977274837273,0.4525605298533016,0.20411596759265052
training,original,s3,s3,e7,7,2,rapid,template_session.txt,template_times.txt,68,2.72,-6.053947014705883,4.138329582919436,-10.248293,1.069518,11.317811,7.333215269834401,-8.5008175,7.83032475,6.246429985294118,2.0,0.44537922388059703,0.5568730305665153,0.5568735872914121,-1.2238255882352942,0.5676927763611705,-2.385824,0.419562,2.805386,1.34908271012274,-1.2849564999999998,0.7274434999999999,1.246012705882353,4.0,0.3427027313432836,0.5125307272797819,0.5125392538377449,-6.344761499999999,2.2936449621690933,-9.66912,-1.260643,8.408477,6.746614388296245,-7.1157635,3.0238112499999996,6.344761499999999,0.0,0.5287249104477613,0.6706512620710264,0.6707121213895799,0.009392529411764695,0.32660123272314595,-0.995795,0.703843,1.699638,0.326736261876501,-0.0209965,0.28531399999999996,0.2363957352941177,14.0,0.16415386567164184,0.23407665925532908,0.23407742620660255,0.03594524999999999,1.4085925284348806,-2.429683,2.294753,4.724436,1.4090510892654433,0.0414525,2.3442237500000003,1.1247352794117647,2.0,0.16959164179104477,0.2318581090006582,0.23186282510300407,-0.014575705882352947,0.3586610920852663,-1.711044,0.602809,2.313853,0.35895714253621525,-0.0370525,0.30751025,0.24816129411764698,5.0,0.1332974776119403,0.3117974960118077,0.31179928399152373,2.72,101.11287605685045,2.2210317871629264,9.901160695863396,1.7549623732548607,6.536426697852658,13.006997284294558,6.4705705864419,10.055489846688248,9.907235160243129,2.908100485198185,1.204045727946648,0.8782400993898837,0.05494552281123549,2.7921980641881405,2.737252541376905,1.490312647454529,1.2392175278171171,1.843756386457444,22.061605680712734,12.346971197126104,25.281656254168123,8.22023666374787,7.812479573134937,11.340508272942415,-0.23495266174415055,-0.5148643413648677,-0.4346265062238068,0.5117298977749161,0.405120093847767,0.8350753303659044,0.1682948185230044,0.17437197230557214,0.017199871378750658
training,original,s3,s3,e7,7,3,amplitudine_mica,template_session.txt,template_times.txt,133,5.32,-7.165726819548872,1.6557455155294207,-10.653793,-5.288561,5.365232000000001,7.354531532640117,-6.322241,3.2562179999999996,7.165726819548872,0.0,0.3626306590909091,0.48484113218977487,0.48487950644846256,-1.3787273759398495,0.5903367076338035,-2.502758,0.592819,3.095577,1.4997955212447802,-1.550314,0.8269309999999999,1.4002839172932329,4.0,0.29202500000000003,0.3883806648713949,0.3883810502853188,-6.052923842105263,2.002855981954963,-8.06046,-1.194499,6.865961,6.375681855517818,-7.174767,2.5493810000000003,6.052923842105263,0.0,0.36399409090909096,0.48767783689654204,0.48768103592529277,0.0027822556390977404,0.33986165110156735,-1.099732,0.956895,2.0566269999999998,0.339873039289563,-0.009833,0.253861,0.23499458646616544,39.0,0.19230409848484847,0.2600308541323042,0.26003204790434153,0.020244067669172916,0.5910165998303478,-1.397882,1.689553,3.087435,0.5913632078095657,0.02487,0.115147,0.32958172180451123,29.0,0.08587379545454546,0.13648248163602603,0.13648650826827227,0.006152962406015038,0.13662335279150145,-0.806327,0.419936,1.2262629999999999,0.13676183486031804,-0.000572,0.11745900000000001,0.08617660150375939,33.0,0.07488735606060606,0.11440723190929049,0.11440919015205903,5.32,96.98783979292281,0.48392792586110517,9.825123336270712,0.6743821023659043,8.321180808990212,12.303887615761573,3.982706806771361,9.848240441465816,9.787664574442669,0.6018373187973278,0.4671415460866976,0.5154674594781274,0.025780442005520387,1.8573005139204048,1.8315200719148845,0.695649283663187,0.20943499185427444,0.4354459604833206,17.16075439067886,9.765832746880594,19.744948227261805,6.30817946841392,4.721340549746611,7.879351800268888,-0.8020105719908238,-0.8304541153566379,0.7171279143569482,0.7433781846505036,0.3996587210768495,0.4761313869038474,-0.018517611527232157,0.1271368556420166,0.06575731657392422
training,original,s3,s3,e8,8,1,normal,template_session.txt,template_times.txt,137,5.48,-2.914039284671533,4.429742569207276,-10.610933,1.190808,11.801741,5.302286693687551,-0.025159,9.168002,3.268868306569343,18.0,0.30369352205882355,0.4920540679670754,0.49205894054373417,6.163799744525547,2.469969225137862,-0.042294,8.343643,8.385937,6.640269216209636,7.418525,2.620177,6.164417175182482,2.0,0.3520487279411765,0.49995522446211266,0.4999564668951555,-4.794148167883212,1.8808857413869504,-8.586506,-0.778311,7.8081949999999996,5.149911438827924,-5.61074,2.2042300000000004,4.794148167883212,0.0,0.2958683602941176,0.44097506760777727,0.44098710283135895,0.017012970802919716,0.40303169065274247,-1.274193,1.208791,2.482984,0.40339061075581434,-0.001817,0.160324,0.2386296569343066,50.0,0.14606255882352942,0.22259377967862376,0.22259382824685017,0.06886289781021898,0.5198604296215017,-0.981687,2.042977,3.024664,0.524401530300087,0.00584,0.12298800000000001,0.2606520364963504,31.0,0.07273559558823528,0.1133932839973843,0.11339364128488681,-0.00866096350364968,1.0717803070059382,-2.980045,3.210474,6.190519,1.0718153006813043,-0.021135,0.193022,0.5697418394160584,24.0,0.11995534558823528,0.18357620485451107,0.1835772348864809,5.48,98.72900727356809,1.5865089886015764,9.851335520874464,1.2962236414774713,5.453870908393322,13.153419569413005,7.6995486610196835,9.936247142335384,9.836328016035557,0.5655931557300224,0.7159604995242681,1.03629607338952,0.01744852068228135,3.910049450183207,3.892600929500926,1.2595669845631778,0.18282377785725795,0.7893277458156808,15.942609499474528,13.22595030561433,20.714549455378343,5.591622149945107,5.366606830530186,7.750271423714785,0.7615468451446489,-0.8551074235250624,-0.9095537630912409,0.5575904135702077,0.6559028091754866,0.9096978748515309,-0.2538272810243608,0.012667477354606554,-0.10117842767540887
training,original,s3,s3,e8,8,2,rapid,template_session.txt,template_times.txt,66,2.64,-6.133942621212121,4.541926541107131,-10.582595,1.696072,12.278666999999999,7.632453654306459,-9.209928999999999,8.20818525,6.638080590909091,4.0,0.5291393692307693,0.7322585815811476,0.7322653588720943,4.8846106515151515,2.7439151412519505,0.323168,8.583002,8.259834,5.602543308113466,6.1028825,5.069020500000001,4.8846106515151515,0.0,0.480473,0.6725575878795058,0.6725624307157835,-2.9663588484848487,1.3710681931427977,-5.824434,-0.434401,5.390033,3.2678911867184643,-2.673936,1.6215227500000005,2.9663588484848487,0.0,0.37317555384615386,0.5155677895717145,0.5158655679637268,0.07565677272727273,0.500591789377024,-1.190881,1.082252,2.273133,0.5062766900136693,0.0209615,0.40266225,0.3587884090909091,7.0,0.13559849230769228,0.19099988913367455,0.1910016753222539,-0.026324818181818182,0.2932966365655493,-0.765291,0.656233,1.421524,0.29447565786151103,-0.019821,0.22791024999999998,0.2097825454545455,10.0,0.0920916,0.133739076213565,0.1337427044898007,0.020122151515151485,1.7545494633054468,-3.660871,3.093116,6.753987,1.754664845538039,0.0001025,1.56972925,1.2677277878787876,4.0,0.21483896923076923,0.2762282589535472,0.2762293918471218,2.64,100.32195311265521,3.421880720091197,9.882792263817423,1.6286098927876225,5.733641811697082,13.094491921888187,7.360850110191104,10.016084719722333,9.785524474116723,1.1074334899380887,1.3738634173751318,1.2387009447358637,0.017011768544157896,3.7988533642904674,3.7818415957463096,1.8498326194797186,1.0365256741379993,2.4197908810607167,23.63147477086805,15.024053702959579,28.003013936281693,7.522581256544899,5.008034911661434,9.037125784105276,0.5235212546939415,-0.7847227020033649,-0.5743903847409386,0.7538013082531287,0.8970029098602017,0.6849838334998114,0.07378407293136781,0.16410548754309387,0.34341499874695913
training,original,s3,s3,e8,8,3,amplitudine_mica,template_session.txt,template_times.txt,117,4.68,-6.347715589743589,2.10211177578507,-10.614925,-4.55379,6.061134999999999,6.686730675462267,-4.987752,4.060884,6.347715589743589,0.0,0.21068100862068967,0.34052367245243303,0.3405238840652814,6.307543188034188,2.3883309476280816,0.260495,8.401432,8.140937,6.74457009633042,7.853448,2.951651,6.307543188034188,0.0,0.2888641206896551,0.4737070410255699,0.4737101804201849,-2.4982619145299143,0.642752014781426,-3.167801,-0.938404,2.2293969999999996,2.5796206593404882,-2.83475,0.8501859999999999,2.4982619145299143,0.0,0.12528291379310347,0.19547411627880273,0.19547567379630817,0.024862649572649578,0.23418702472929825,-0.35579,1.168635,1.5244250000000001,0.23550310803752322,-0.003723,0.112532,0.12975764102564105,37.0,0.08444675000000001,0.1417398121305305,0.14174636600739265,0.0284355811965812,0.10847608894407276,-0.177724,0.417267,0.594991,0.1121411795487712,0.016329,0.050348,0.06981452136752136,18.0,0.02915098275862069,0.04505047519213486,0.045050751835166894,0.0002977863247863346,0.8330022495088785,-2.637897,1.951539,4.589436,0.833002302736041,-0.009311,0.091684,0.4333347435897435,23.0,0.09828818965517243,0.1622970489965999,0.16230007959013917,4.68,96.85603565657887,0.7619301944094701,9.824087659586054,0.5859499239251161,7.8740401768634,11.644723660071843,3.770683483208443,9.841546405752444,9.776910201921925,0.19109239215921292,0.48897793191881633,0.7230703814331406,0.011203200346329614,2.666848872944435,2.655645672598105,0.8728861291196407,0.09190254204318835,0.5630612391064257,10.764468992870759,10.98779212868731,15.381981945175948,3.7818113727543223,3.9984030200842953,5.503573745314325,0.8976528982164906,-0.9295813562861162,-0.9266108880801996,0.33074358309080637,0.6341093900107271,0.8317652538561618,-0.26827483599734164,0.06809948563926244,-0.07911080858508003
