model_name,validation_accuracy,validation_precision_macro,validation_recall_macro,validation_f1_macro,test_accuracy,test_precision_macro,test_recall_macro,test_f1_macro,combined_f1_macro,combined_accuracy
random_forest,1.0,1.0,1.0,1.0,0.9166666666666666,0.9333333333333332,0.9166666666666666,0.9153439153439153,0.9576719576719577,0.9583333333333333
extra_trees,1.0,1.0,1.0,1.0,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9428571428571428,0.9444444444444444
svm_rbf,1.0,1.0,1.0,1.0,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9428571428571428,0.9444444444444444
logistic_regression,1.0,1.0,1.0,1.0,0.8888888888888888,0.9166666666666666,0.8888888888888888,0.8857142857142857,0.9428571428571428,0.9444444444444444
